source_id,chunk_id,title,freshness_status,fact_types,text,metadata
source:local_docx:a238607e99b38079,kc_chunk:0aeac505047155f85b64,Ключевые факты (для быстрого ответа):,unknown,price;schedule;payment_methods;program,"Параметр | Значение | Бренд | УНПК МФТИ | Классы | 10-11 классы | Предметы | математика (профиль), физика | Длительность | 8 недель | Дата старта | 14 апреля - физика15 апреля - математика | Формат | онлайн, 2 занятия в неделю | Группы | 10–15 человек | Условия по оплате | Изменения цены не запланировано, но на лендинге информация про оплату до 7 апреля.1 предмет - 18 8002 предмета - 34 4001 блок - 9 400 (всего 2 блока)","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 345}"
source:local_docx:a238607e99b38079,kc_chunk:537fe24d0b383009c351,Что входит в курс:,unknown,program,"14 живых вебинаров (90 минут, только ключевые темы экзамена) 7 практических занятий в мини-группе (10–15 человек) домашние задания каждую неделю конспекты и материалы каждую неделю 3 пробника за курс (входной, промежуточный, итоговый) ручная проверка второй части куратором с обратной связью от 10 задач второй части с разбором в неделю закрытый чат с преподавателем доступ к записям всех занятий до конца июня психологическая поддержка перед экзаменом (онлайн-встречи, чаты, рекомендации по тайм-менеджменту и настрою) Нужные ссылки по интенсивам: Интенсив Математика ОГЭ https://my.mts-link.ru/course-info/2018411 Интенсив Физика ОГЭ https://my.mts-link.ru/course-info/2019323 Чат ВК для 9-х класс…","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 348}"
source:local_docx:a238607e99b38079,kc_chunk:6dee0e6ef997e6c5e74c,Летняя школа 2026,unknown,program,Ленды:Фотон https://cdpofoton.ru/landing/letnyaya-shkola.php УНПК: https://kmipt.ru/courses/Kanikuly/Letnyaya_shkola/,"{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 377}"
source:local_docx:a238607e99b38079,kc_chunk:0d2e28596a86c523bde6,Ключевые факты (для быстрого ответа),unknown,program,"Параметр | Значение | Бренд | УНПК МФТИ | Локация | г. Долгопрудный | Формат | очная городская школа (без проживания) | Смены | 20–31 июля17–28 августа | Классы | 5-10 класс1-4 класс в предзапись на Пацаева | Направления | ФизМат и ИИ | Названия - перепроверить | • Летняя школа ФизМат «Формула Физтеха»• AI Lab: проекты и технологии «Формула Физтеха» | Классы | 5–10 (те, кто закончил эти классы) | Режим | 2 недели = 10 учебных днейпн–пт — учёба, сб–вс — выходные | Утренний клуб «Предлёнка» | бесплатно, с 09:45 до 11:45, со 2 дня обучения | Питание | Обед: (первое, второе, салат, булочка)Полдник: (Булочка и сок) | Тарифы | База - 37 500 (обязательный блок с 12 до 16:45) | База + факультативны…","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 381}"
source:local_docx:a238607e99b38079,kc_chunk:2a0d673a65c184118c0b,Расписание:,unknown,schedule,09.45 – 11.45 Утренний клуб “Предлёнка” 11:30 – 12:00 — сбор / разогрев / организационный блок 12:00–13:30 — Первое занятие 13:30 – 14:15 — обед 14:15–15:45 — Второе занятие / Лекция / Командная активность 15:45 – 16:30 — игра / время с вожатыми 16:30–18:00 — premium менторская группа с индивидуальной работой,"{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 383}"
source:local_docx:a238607e99b38079,kc_chunk:52e6f95e423b5398e818,Ключевые факты (для быстрого ответа),unknown,price;program,"Параметр | Значение | Бренды | ЦДПО ФОТОН/ УНПК МФТИ | Локация | Москва, адрес уточняется - ориентир Скорняжный переулок | Формат | очная городская школа (без проживания) | Смены | 6–17 июля (АНО) - цена и блоки как у АНО3–14 августа (Фотон) | Направления | ФизМат и ИИ | Названия - перепроверить | • Летняя школа ФизМат «Формула Физтеха»• AI Lab: проекты и технологии «Формула Физтеха» | Классы | 5–10 (те, кто закончил эти классы) | Режим | 2 недели = 10 учебных днейпн–пт — учёба, сб–вс — выходные | Утренний клуб «Предлёнка» | бесплатно, с 09:45 до 11:45, со 2 дня обучения | Тарифы Фотон | База - 34 300 | База + половина факультативного блока - 49 000 | База + полный факультативный блок - 59…","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 394}"
source:local_docx:a238607e99b38079,kc_chunk:f1213c4bf47af0950872,Расписание:,unknown,schedule,"09.45 – 11.45 Утренний клуб “Предлёнка” 11:30 – 12:00 — сбор / разогрев / организационный блок 12:00–13:30 — Первое занятие 13:30 – 14:15 — обед 14:15–15:45 — Второе занятие / Лекция / Командная активность 15:45 – 16:30 — игра / время с вожатыми 16:30–18:00 — premium менторская группа с индивидуальной работой Факультативный блок - это дополнительный блок обучения, который проходит после основной программы (с 16:30 до 18:00). Индивидуальная или малогрупповая работа с преподавателем и вожатым.","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 396}"
source:local_docx:a238607e99b38079,kc_chunk:0621e5bbdc9e0484ae3a,Что входит,unknown,price;discount;program,"индивидуальная работа с преподавателем (1 на 1 или в мини-группе 3–4 человека) разбор тем, которые вызывают трудности помощь с проектом углубленное изучение материала сопровождение вожатого Скидки Условие | Размер скидки | Как объяснять | Многодетные семьи | 10% | Дети сотрудников МФТИ | 10% | Акция “приведи друга” | Тариф “база” - 3 000 руб.Тарифы “факультатив (половина/полный)/ премиум” - 5 000 руб. | За каждого привлеченного нового ученика на ЛШ, который не посещал Летние школы ранее, привлекающий ученик получает кэшбэк в размере 5000 рублей на счет после окончания смены. Кэшбэк можно оставить на счете или получить безналичным переводом по заявлению на возврат. Необходимо проинформироват…","{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 406}"
source:local_docx:a238607e99b38079,kc_chunk:7755a329a0dc8660c631,Письма Оглавление,unknown,manager_instruction,Письма оглавление,"{""prompt_eligible"": true, ""source_kind"": ""local_docx"", ""source_read_status"": ""read"", ""source_sha256"": ""a94ead8fa22ab91022d9c6c284fd60e08efa90b93c152b0fec2f7d1723eef327"", ""source_title"": ""База знаний КЦ"", ""start_block_index"": 425}"
source:local_markdown:cdb6228413e11d7a,kc_chunk:2bb09ace00d0d9c70744,Черновик базы знаний КЦ для будущего бота,unknown,schedule,"Дата: 2026-05-13 Назначение: собрать проверяемую базу фактов для клиентских каналов: Telegram, сайт, CRM-диалоги, Max, WhatsApp и будущие каналы. Статус: черновик для проверки сотрудниками. Это не финальная публичная база знаний.","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bb76ed70f2687c56fdb2b7f872a96db09c523fb0510ef0c9269130bf6f087406"", ""source_title"": ""KC bot knowledge base draft 2026-05-13"", ""start_line"": 1}"
source:local_markdown:cdb6228413e11d7a,kc_chunk:5e0b87fff65f5fa57b75,Правило качества,unknown,rop_policy;manager_instruction,"Бот не должен выдумывать ответ. Если факта нет в базе, ответ должен быть нейтральным: ""Менеджер проверит актуальные условия и вернется с точным ответом"". Если факт взят из разговоров менеджеров или старых скриптов, он помечается как ""не утверждено РОПом"".","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bb76ed70f2687c56fdb2b7f872a96db09c523fb0510ef0c9269130bf6f087406"", ""source_title"": ""KC bot knowledge base draft 2026-05-13"", ""start_line"": 7}"
source:local_markdown:cdb6228413e11d7a,kc_chunk:b306b031bc522fa62b29,Статусы использования,unknown,schedule;documents;manager_instruction,"| Статус | Что означает | Как использовать | |---|---|---| | `можно клиенту после подтверждения` | Факт есть в документе или на сайте, но его должен подтвердить ответственный сотрудник | Можно включить в будущую разрешенную базу после проверки | | `только черновик менеджеру` | Факт полезен, но может быть коммерчески, юридически или операционно рискованным | Показывать менеджеру, не отправлять автоматически | | `требует проверки менеджера` | Нужна свежая проверка в AMO/Tallanto/расписании/наличии мест | Бот просит данные и передает менеджеру | | `не использовать клиенту` | Служебная информация, старые скрипты, реестры, персональные данные или внутренние инструкции | Только для настройки проц…","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bb76ed70f2687c56fdb2b7f872a96db09c523fb0510ef0c9269130bf6f087406"", ""source_title"": ""KC bot knowledge base draft 2026-05-13"", ""start_line"": 11}"
source:local_markdown:cdb6228413e11d7a,kc_chunk:993d2a3db2da0520c030,УНПК МФТИ,unknown,program,"- Очные курсы в Долгопрудном для 1-11 классов. - Направления: математика, физика, информатика, русский язык для 9-11 классов, химия для 10-11 классов, подготовка к ОГЭ, ЕГЭ, олимпиадам и общеобразовательным предметам. - Онлайн-курсы для 3-11 классов. - Летние школы и выездные школы. - Публичные источники: [kmipt.ru](https://kmipt.ru), [актуальный набор](https://kmipt.ru/courses/aktualnyi_nabor/), [контакты](https://kmipt.ru/contacts/). Статус: можно клиенту после подтверждения.","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bb76ed70f2687c56fdb2b7f872a96db09c523fb0510ef0c9269130bf6f087406"", ""source_title"": ""KC bot knowledge base draft 2026-05-13"", ""start_line"": 22}"
source:local_markdown:cdb6228413e11d7a,kc_chunk:df40a09c10133eaafe55,ЦДПО ФОТОН,unknown,discount;program,"- Очные курсы в Москве и Долгопрудном. - Направления: ЕГЭ, ОГЭ, математика, физика, информатика, русский язык, олимпиадная подготовка, 3-8 классы, 9-11 классы, летние школы, выездные школы, онлайн-курсы, индивидуальные занятия. - Публичные источники: [cdpofoton.ru](https://cdpofoton.ru), [каталог курсов](https://cdpofoton.ru/courses/), [акции](https://cdpofoton.ru/promotion/), [контакты](https://cdpofoton.ru/contacts/). Статус: можно клиенту после подтверждения.","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bb76ed70f2687c56fdb2b7f872a96db09c523fb0510ef0c9269130bf6f087406"", ""source_title"": ""KC bot knowledge base draft 2026-05-13"", ""start_line"": 32}"
source:local_markdown:cdb6228413e11d7a,kc_chunk:6a199e4e1cdcb5f2772f,"УНПК МФТИ, 2026/2027",unknown,price;schedule;documents;payment_methods;manager_instruction,"Источник: Google Drive документ `УНПК Стоимость обучения и порядок оплаты на 26/2027 уч г от 16.03.26`. | Направление | Формат | Цена до 01.07.2026 | Цена после 01.07.2026 | Статус | |---|---|---:|---:|---| | 5-11 класс, очно | 1 занятие в неделю по 3 академических часа | семестр 49 000, год 82 000 | 4 недели 10 900 или 9 900 для новых учеников, семестр 49 000/36 900, год 82 000 | требует проверки менеджера | | 1-4 класс, очно | 1 занятие в неделю по 2 академических часа | семестр 31 000, год 51 700 | 4 недели 7 900, семестр 35 500/26 900, год 59 900 | требует проверки менеджера | | Пацаева, 2 раза в неделю | ЕГЭ математика / подготовка к ФТЛ 2 класс | не указано | 4 недели 15 000, семестр…","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bb76ed70f2687c56fdb2b7f872a96db09c523fb0510ef0c9269130bf6f087406"", ""source_title"": ""KC bot knowledge base draft 2026-05-13"", ""start_line"": 42}"
source:local_markdown:cdb6228413e11d7a,kc_chunk:e4e2152bb758b7680915,KC_BOT_KNOWLEDGE_BASE_DRAFT_2026-05-13,unknown,manager_instruction;program,"| Онлайн 9 и 11 класс | 2 занятия в неделю по 2 академических часа | семестр 41 800, год 69 900 | указано в том же блоке | требует проверки менеджера | Дополнительно: для новых учеников на Пацаева и в МФТИ указана возможность взять по одному бесплатному занятию каждого доступного предмета для параллели, запись заранее через администратора. Статус: требует подтверждения перед отправкой клиенту.","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bb76ed70f2687c56fdb2b7f872a96db09c523fb0510ef0c9269130bf6f087406"", ""source_title"": ""KC bot knowledge base draft 2026-05-13"", ""start_line"": 51}"
source:local_markdown:cdb6228413e11d7a,kc_chunk:8605649182358fc512b2,"ЦДПО ФОТОН, 2026/2027",unknown,price;schedule;documents;payment_methods;manager_instruction,"Источник: Google Drive документ `ФОТОН Стоимость обучения и порядок оплаты на 26/27 уч от 16.03.26` и публичные страницы `cdpofoton.ru`. | Направление | Формат | Цена до 01.07.2026 | Цена после 01.07.2026 | Статус | |---|---|---:|---:|---| | 5-11 класс, очно Москва | 1 занятие в неделю по 3 академических часа | семестр 44 600, год 74 500 | 4 недели 11 400 или 8 900 для новых учеников, семестр 57 000/49 500/42 750/37 125, год 99 750/83 500 | требует проверки менеджера | | 3-4 класс, очно Москва | математика, 1 занятие в неделю по 2 академических часа | семестр 28 250, год 47 000 | 4 недели 7 900, семестр 39 500/35 500/29 625/26 500, год 69 125/59 500 | требует проверки менеджера | | 5-11 кла…","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bb76ed70f2687c56fdb2b7f872a96db09c523fb0510ef0c9269130bf6f087406"", ""source_title"": ""KC bot knowledge base draft 2026-05-13"", ""start_line"": 55}"
source:local_markdown:cdb6228413e11d7a,kc_chunk:e1a633ba09b8a982ce1a,KC_BOT_KNOWLEDGE_BASE_DRAFT_2026-05-13,unknown,price;schedule;discount;manager_instruction,"| 1-4 класс онлайн | 1 занятие в неделю по 2-3 академических часа | семестр 19 000, год 33 300/29 900 | семестр 29 700/22 500, год 52 500/47 250 | требует проверки менеджера | В таблице ФОТОНа есть неоднозначные колонки со скидочными ценами. Для клиентского ответа использовать только после ручного подтверждения формулировок.","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bb76ed70f2687c56fdb2b7f872a96db09c523fb0510ef0c9269130bf6f087406"", ""source_title"": ""KC bot knowledge base draft 2026-05-13"", ""start_line"": 64}"
source:local_markdown:cdb6228413e11d7a,kc_chunk:8bf08199f4e94157df5b,Скидки,unknown,price;documents;payment_methods;discount;manager_instruction;program,"| Организация | Условие | Что найдено | Статус | |---|---|---|---| | УНПК | второй и последующие предметы | 20% при семестровой/годовой оплате, 10% при помесячной оплате | требует проверки менеджера | | УНПК | приведи друга | 10 000 рублей кэшбэк после минимум 1 семестра друга; для онлайн в документе также встречается 5 000 | требует проверки менеджера | | УНПК | сотрудники МФТИ | 10% | требует проверки менеджера | | УНПК | многодетные семьи | 10% | требует проверки менеджера | | ФОТОН | второй и последующие предметы | 20% очно; для онлайн в документе 30% | требует проверки менеджера | | ФОТОН | приведи друга | 10 000 рублей после 5 оплаченных занятий или после семестра в зависимости от про…","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bb76ed70f2687c56fdb2b7f872a96db09c523fb0510ef0c9269130bf6f087406"", ""source_title"": ""KC bot knowledge base draft 2026-05-13"", ""start_line"": 68}"
source:local_markdown:cdb6228413e11d7a,kc_chunk:057401953d5b5c81ec30,KC_BOT_KNOWLEDGE_BASE_DRAFT_2026-05-13,unknown,discount;manager_instruction,"| ФОТОН | многодетные семьи | 10%, не суммируется с другими акциями | требует проверки менеджера |","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bb76ed70f2687c56fdb2b7f872a96db09c523fb0510ef0c9269130bf6f087406"", ""source_title"": ""KC bot knowledge base draft 2026-05-13"", ""start_line"": 78}"
source:local_markdown:cdb6228413e11d7a,kc_chunk:21aed0b45f3ee7091485,Рассрочка,unknown,documents;payment_methods;manager_instruction;program,"- Есть памятка по оформлению рассрочки: ссылка на фиксированную сумму, регистрация, ввод данных, решение банка, подписание договора, документы приходят на почту и доступны в личном кабинете/приложении банка. - В документах ЛВШ 2026 ФОТОН указаны варианты оплаты через сервис `Долями Плюс` от Т-Банка на 3, 6 или 10 месяцев, а также возможный процент сервиса. - В части регулярных курсов 2026/2027 в документах встречается статус “в процессе согласования”. Статус: только черновик менеджеру. Бот не должен обещать одобрение рассрочки, конкретный платеж или условия банка.","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bb76ed70f2687c56fdb2b7f872a96db09c523fb0510ef0c9269130bf6f087406"", ""source_title"": ""KC bot knowledge base draft 2026-05-13"", ""start_line"": 80}"
source:local_markdown:19398a8abc802579,kc_chunk:ec815b619af7c53695f3,План сборки базы знаний из Google Drive и База знаний КЦ.docx,unknown,schedule;manager_instruction,Дата: 2026-05-13 Контур: Mango Analyse / база знаний для будущего бота и помощника менеджера Статус: план на согласование перед обработкой файлов,"{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bf5ba85dc5293bb62ece80261eb4d70d3ffdfc61bd57fabbfab695d3dad9391e"", ""source_title"": ""Drive KC knowledge base build plan 2026-05-13"", ""start_line"": 1}"
source:local_markdown:19398a8abc802579,kc_chunk:bec855be6ceb0d6478a0,Цель,unknown,documents;manager_instruction,"Собрать из Google Drive папки `Внутренние документы с актуальной информацией` и локального файла `База знаний КЦ.docx` собственную структурированную базу знаний проекта. Эта база нужна не как старый поиск по документам, а как проверенный источник фактов для: - черновиков ответов клиентам в Telegram, чате сайта, CRM-диалогах и других каналах; - подсказок менеджеру; - контроля качества ответов; - понимания, какие вопросы бот может закрывать сам, а какие обязан передавать менеджеру.","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bf5ba85dc5293bb62ece80261eb4d70d3ffdfc61bd57fabbfab695d3dad9391e"", ""source_title"": ""Drive KC knowledge base build plan 2026-05-13"", ""start_line"": 7}"
source:local_markdown:19398a8abc802579,kc_chunk:22e5364f4f9a6cd84bc7,Что считаем результатом,unknown,documents,"После выполнения этой работы должны появиться: 1. Полная опись файлов Google Drive. 2. Конспект по каждому файлу и подпапке. 3. Отдельно распознанный текст из PDF, изображений и сканов, если он доступен технически. 4. Сводная база знаний с фактами, правилами, ограничениями и источниками. 5. Опросник по коммерческой и учебной информации. 6. Опросник по границам автономности бота. 7. Набор из 50 идеальных примеров ответов, которые сотрудники должны проверить. 8. Заполненная версия опросников на основании найденных документов. 9. Список пробелов: что не найдено, устарело, противоречит другим файлам или требует подтверждения сотрудниками.","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bf5ba85dc5293bb62ece80261eb4d70d3ffdfc61bd57fabbfab695d3dad9391e"", ""source_title"": ""Drive KC knowledge base build plan 2026-05-13"", ""start_line"": 19}"
source:local_markdown:19398a8abc802579,kc_chunk:704a80fa07818bb1ba95,Источники,unknown,manager_instruction,Основные источники: - Google Drive папка: `https://drive.google.com/drive/folders/15fYbkrGX1XOuSDX7rXs9Xi-88LxlsfCo?hl=ru` - Локальный файл проекта: `База знаний КЦ.docx` Уже подтверждено: - доступ к Google Drive папке есть; - видны папки и файлы верхнего уровня; - `База знаний КЦ.docx` есть в корне проекта; - ранее из DOCX уже был сделан процессный конспект: `docs/KC_SALES_PROCESS_SOURCE_2026-05-12.md`; - но DOCX еще не подключен как полноценная разрешенная база знаний для ответов бота.,"{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bf5ba85dc5293bb62ece80261eb4d70d3ffdfc61bd57fabbfab695d3dad9391e"", ""source_title"": ""Drive KC knowledge base build plan 2026-05-13"", ""start_line"": 33}"
source:local_markdown:19398a8abc802579,kc_chunk:caa23764febaff89ec24,Ограничения безопасности,unknown,documents;restriction,"В этом проходе нельзя: - отправлять сообщения клиентам; - писать в AMO, Tallanto или CRM; - менять runtime-базы, аудио, транскрипты и рабочие артефакты `stable_runtime`; - удалять файлы; - считать найденный в документах факт автоматически актуальным, если есть риск устаревания. Можно: - читать Google Drive; - читать локальный DOCX; - создавать новые документы, конспекты, описи, тестовые артефакты и изолированные модули; - сохранять выводы в `docs/` и, если потребуется, в отдельную локальную папку с производными артефактами.","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bf5ba85dc5293bb62ece80261eb4d70d3ffdfc61bd57fabbfab695d3dad9391e"", ""source_title"": ""Drive KC knowledge base build plan 2026-05-13"", ""start_line"": 48}"
source:local_markdown:19398a8abc802579,kc_chunk:272d970ecd49737fbe83,Принцип обработки каждого файла,unknown,rop_policy;price;schedule,"Для каждого файла из Google Drive нужно зафиксировать: - путь внутри Google Drive; - название; - тип файла; - дата изменения; - удалось ли прочитать; - чем файл полезен; - какие факты извлечены; - какие факты требуют подтверждения; - есть ли цены, расписание, адреса, условия, правила записи, скрипты, статистика; - можно ли использовать информацию для ответа клиенту; - какие вопросы файл помогает закрывать; - какие противоречия или устаревшие места обнаружены. Если файл не удается прочитать автоматически, он не пропускается молча. Для него ставится статус: - `нет доступа`; - `нужно скачать вручную`; - `нужно OCR`; - `нужно ручное подтверждение`; - `не относится к базе знаний бота`.","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bf5ba85dc5293bb62ece80261eb4d70d3ffdfc61bd57fabbfab695d3dad9391e"", ""source_title"": ""Drive KC knowledge base build plan 2026-05-13"", ""start_line"": 65}"
source:local_markdown:19398a8abc802579,kc_chunk:e8db9b3dea0d670961f3,Работа с форматами,unknown,schedule;payment_methods,"Google Docs: - экспортировать в текст или markdown; - извлечь правила, формулировки, инструкции, FAQ, скрипты. Google Sheets: - прочитать листы; - извлечь таблицы цен, расписаний, реестров, статистик; - сохранить агрегаты: названия листов, количество строк, ключевые поля, важные числа. PDF: - сначала извлечь текстовый слой; - если текстового слоя нет, распознать страницы как изображения; - отметить качество распознавания. Картинки и сканы: - распознать текст; - сохранить только полезный конспект и ссылку на источник; - не превращать изображения в неконтролируемую базу фактов без проверки. DOCX: - извлечь текст, таблицы и заголовки; - отделить процессные правила от фактов, которые можно гово…","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bf5ba85dc5293bb62ece80261eb4d70d3ffdfc61bd57fabbfab695d3dad9391e"", ""source_title"": ""Drive KC knowledge base build plan 2026-05-13"", ""start_line"": 90}"
source:local_markdown:19398a8abc802579,kc_chunk:a183b1d79429a5795377,DRIVE_KC_KNOWLEDGE_BASE_BUILD_PLAN_2026-05-13,unknown,restriction,"Презентации: - извлечь текст со слайдов; - отдельно пометить маркетинговые обещания и факты, которые нельзя использовать без проверки.","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bf5ba85dc5293bb62ece80261eb4d70d3ffdfc61bd57fabbfab695d3dad9391e"", ""source_title"": ""Drive KC knowledge base build plan 2026-05-13"", ""start_line"": 119}"
source:local_markdown:19398a8abc802579,kc_chunk:d5bda5b1a425565ddd4b,Структура будущей базы знаний,unknown,price;schedule;documents;discount;manager_instruction;program,"Базу знаний нужно собрать не как свободный текст, а как набор проверяемых записей. У каждой записи должны быть: - категория; - краткий факт; - полная формулировка для менеджера; - безопасная формулировка для клиента; - источник; - дата источника; - уровень уверенности; - статус актуальности; - можно ли боту использовать в ответе; - нужен ли менеджер; - причина ограничения; - связанные вопросы клиента. Основные категории: - цены; - абонементы; - пробные занятия; - скидки; - рассрочка; - возвраты; - расписание; - адреса; - онлайн и очный формат; - программы по классам; - предметы; - подготовка к ЕГЭ, ОГЭ, олимпиадам; - летние школы и интенсивы; - правила записи; - документы для записи; - опла…","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bf5ba85dc5293bb62ece80261eb4d70d3ffdfc61bd57fabbfab695d3dad9391e"", ""source_title"": ""Drive KC knowledge base build plan 2026-05-13"", ""start_line"": 125}"
source:local_markdown:19398a8abc802579,kc_chunk:2d46a79d927d7653baa4,DRIVE_KC_KNOWLEDGE_BASE_BUILD_PLAN_2026-05-13,unknown,manager_instruction,- Tallanto/AMO-процессы; - дубли контактов; - активные сделки; - что писать в контакт; - что писать в сделку; - что бот может сказать сам; - что бот должен передать менеджеру.,"{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bf5ba85dc5293bb62ece80261eb4d70d3ffdfc61bd57fabbfab695d3dad9391e"", ""source_title"": ""Drive KC knowledge base build plan 2026-05-13"", ""start_line"": 162}"
source:local_markdown:19398a8abc802579,kc_chunk:4d177ae2121e1590bd32,Опросник 1. Коммерческая и учебная информация,unknown,price;schedule;documents;discount;manager_instruction;program,"Этот опросник создается независимо от найденных файлов, чтобы не зависеть от неполноты документов. Он должен полностью покрывать: - актуальные цены; - абонементы; - пробные занятия; - скидки; - рассрочку; - расписание групп; - форматы занятий; - адреса; - онлайн/очно; - программы по классам; - программы по предметам; - правила записи; - какие данные запросить у клиента; - какие документы нужны; - куда отправлять документы; - что делать, если клиент не готов; - что делать, если клиент уже в AMO/Tallanto; - что делать, если у клиента несколько детей; - что делать, если есть активная сделка. После анализа файлов этот опросник нужно заполнить найденными ответами и пометить: - `найдено в источни…","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bf5ba85dc5293bb62ece80261eb4d70d3ffdfc61bd57fabbfab695d3dad9391e"", ""source_title"": ""Drive KC knowledge base build plan 2026-05-13"", ""start_line"": 170}"
source:local_markdown:19398a8abc802579,kc_chunk:f78e5f829f9d58d219f4,DRIVE_KC_KNOWLEDGE_BASE_BUILD_PLAN_2026-05-13,unknown,manager_instruction,"- `не найдено`; - `найдено, но возможно устарело`; - `найдено противоречие`; - `требует подтверждения сотрудником`.","{""prompt_eligible"": true, ""source_kind"": ""local_markdown"", ""source_read_status"": ""read"", ""source_sha256"": ""bf5ba85dc5293bb62ece80261eb4d70d3ffdfc61bd57fabbfab695d3dad9391e"", ""source_title"": ""Drive KC knowledge base build plan 2026-05-13"", ""start_line"": 199}"
