sample_rank,question_item_id,question_class_id,channel,topic,risk_group,answer_classification,unsafe_reasons,outdated_or_unverified_fact_risks,historical_manager_answer_safe,safe_pattern_summary,usable_as_fact
147,question_item:02997f9e3052965fc9304cda3c2bdbe6,question_class:4f798bef3aeffe0b274f344bba0437dd,call,расписание,safe,outdated,,requires_current_schedule|answer_status_requires_current_fact,"Понимаю, ученик. ученик в группе пока сохраняю, из группы не выписываем. Подскажите, пожалуйста, когда примерно у вас прояснится вопрос с оплатой? Я могу также прислать варианты оплаты или передать коллегам, чтобы подсказали, есть ли удобный способ разбить платеж.","Подтвердить запрос по времени, не называть точный слот из истории и передать менеджеру подбор расписания.",false
148,question_item:035d38fc5333ca5783d25ed229a94898,question_class:546afeece6cb3a58013858b9fe3f37ea,telegram,расписание,safe,outdated,,requires_current_program|requires_current_schedule|answer_status_requires_current_fact,"Добрый день! Для учеников, которые закончили 5 класс.","Подтвердить запрос по времени, не называть точный слот из истории и передать менеджеру подбор расписания.",false
149,question_item:03b14313c270ad4c03dd69d40b4edfe8,question_class:f9ba07fe91e081ad29f51d23225e69a1,telegram,расписание,safe,outdated,,requires_current_schedule|answer_status_requires_current_fact|review_requires_actual_fact_check,Пока что нет информации. Появится скорее всего в феврале или марте.,"Подтвердить запрос по времени, не называть точный слот из истории и передать менеджеру подбор расписания.",false
150,question_item:041b02e152902821fcb09e20133676dc,question_class:4e6c92b9ceb09873165d87b3631f9120,call,расписание,safe,outdated,,requires_current_schedule|answer_status_requires_current_fact,"Понимаю, вам удобнее июль, потому что ребенок приезжает из другого лагеря. По IT у нас есть два ограничения: направление обычно после 7 класса, а июльская IT-группа уже закрыта. Я сейчас уточню у куратора, можем ли взять вашего сына на июнь с учетом его опыта в Python и олимпиадах. Параллельно поставлю вас в резерв на июль, если освободится место. Вернусь актуальное окно записи в течение актуальное окно записи часов с точным ответом и вариантами.","Подтвердить запрос по времени, не называть точный слот из истории и передать менеджеру подбор расписания.",false
151,question_item:04a8b0bf8d490920931746739d966d32,question_class:b65fc9d143e4e48729ef536c3a258bd4,call,расписание,safe,outdated,,contains_dynamic_business_terms,"Зафиксирую интерес на следующий учебный год. Какие предметы и дни вам принципиальны? Когда расписание будет готово, вернусь с конкретными вариантами.","Подтвердить запрос по времени, не называть точный слот из истории и передать менеджеру подбор расписания.",false
152,question_item:05905bef6626c76c5c35cd3dbc28d1b3,question_class:fd0c9561f1d74066824510351f8e3dd4,call,расписание,safe,outdated,,requires_current_program|requires_current_schedule|answer_status_requires_current_fact|review_requires_actual_fact_check,"Сначала решу вопрос с оплатой/действующие правила изменения или отмены услуги и подтвержу письмом. После этого, если удобно, отдельно обсудим продолжение обучения.","Подтвердить запрос по времени, не называть точный слот из истории и передать менеджеру подбор расписания.",false
153,question_item:066d2e3034ab0bc4da349df556f79ee9,question_class:e8fde6c6af9305b738790cfe70b59bba,call,расписание,safe,outdated,,requires_current_schedule|answer_status_requires_current_fact,"по следующему году зафиксирую ваш интерес. Сейчас важно понять, какие дни и формат вам удобны и хотите ли вы продолжать именно информатику или рассмотреть олимпиады. Когда расписание будет утверждено, я вернусь к вам с конкретными группами и вариантами.","Подтвердить запрос по времени, не называть точный слот из истории и передать менеджеру подбор расписания.",false
154,question_item:087c63dc75955ebcb137713f2b0a2769,question_class:4b22f58b21fb6fbad20748671fa49270,telegram,расписание,safe,outdated,,requires_current_program|requires_current_schedule|answer_status_requires_current_fact,"Добрый день! Напишите, пожалуйста, Ваши данные для связи, передадим информацию куратору смен.","Подтвердить запрос по времени, не называть точный слот из истории и передать менеджеру подбор расписания.",false
155,question_item:094fbd29a33c17290e9ef74a9a539c5a,question_class:fd0c9561f1d74066824510351f8e3dd4,telegram,расписание,safe,outdated,,requires_current_program|requires_current_schedule|answer_status_requires_current_fact|review_requires_actual_fact_check,Добрый день! действующие правила изменения или отмены услуги идет в форме действующие правила изменения или отмены услуги.,"Подтвердить запрос по времени, не называть точный слот из истории и передать менеджеру подбор расписания.",false
156,question_item:09866ffa9fbd736f4c85e150b70c5713,question_class:610a50d0c83f816387707a5bae54c2b2,call,расписание,safe,outdated,,requires_current_schedule|answer_status_requires_current_fact,"фиксирую ученик на интерес к 5 классу: математика плюс олимпиадный трек. По вашему описанию я бы рассматривал олимпиадную группу и, если по нагрузке будет нормально, углубленную математику; два курса подряд могут быть тяжеловаты, поэтому один из вариантов можно взять онлайн. Расписание ожидаем ориентировочно после актуальное окно записи, я поставлю задачу связаться с вами в первую очередь и продублировать сообщение в мессенджер или SMS, чтобы вы не пропустили место.","Подтвердить запрос по времени, не называть точный слот из истории и передать менеджеру подбор расписания.",false
157,question_item:0b39765f01f2554224755ecb55c08cd6,question_class:b44deb3261db5e63bba6bb2f726277d5,telegram,расписание,safe,outdated,,requires_current_schedule|answer_status_requires_current_fact,"Да, обычно друг за другом ставят. Можно разбить по дням. Или 3 пары друг за другом.","Подтвердить запрос по времени, не называть точный слот из истории и передать менеджеру подбор расписания.",false
158,question_item:0b9ea3e3ac3afae3ca5fb14d330b88ad,question_class:771f3c3c4de810bed0603555c74b7f32,call,расписание,safe,outdated,,requires_current_schedule|answer_status_requires_current_fact|review_requires_actual_fact_check,"Понял, не буду настаивать. Подскажите, причина больше в расписании, цене или формате? Я зафиксирую и вернусь только если появится подходящий вариант.","Подтвердить запрос по времени, не называть точный слот из истории и передать менеджеру подбор расписания.",false
159,question_item:0bcb68503f575f3f7aced2bb66785857,question_class:410c387bd46c121a956879f0446bdd91,telegram,расписание,safe,outdated,,requires_current_schedule|answer_status_requires_current_fact,"Доброе утро! Извините за поздний ответ. Все праздничные дни, кроме новогодних каникул, у нас рабочие.","Подтвердить запрос по времени, не называть точный слот из истории и передать менеджеру подбор расписания.",false
160,question_item:0e2fd05f2c27f3dcab06cdc3a17f5869,question_class:d52cf89c37ca269ee628982e7ccafca1,call,расписание,safe,outdated,,requires_current_program|requires_current_schedule|answer_status_requires_current_fact,"Поняла, тогда зимнюю школу не рассматриваем из-за семейного мероприятия и вашего отъезда актуальное окно записи. По летней школе зафиксирую интерес, тем более Валентина уже ездила два года. Подскажите, пожалуйста, на лето держать в фокусе Валентину, ученик или обоих? Как только откроем набор и даты, я вернусь к вам с конкретными вариантами.","Подтвердить запрос по времени, не называть точный слот из истории и передать менеджеру подбор расписания.",false
161,question_item:0fb901062764c4f809f6c69bdf516eac,question_class:3950bd16d39f668cf747f19721ee0967,telegram,расписание,safe,outdated,,requires_current_schedule|answer_status_requires_current_fact,"Для записи пришлите, пожалуйста, ФИО ученика, класс, дату рождения, ФИО родителя, контактный номер для связи, адрес электронной почты.","Подтвердить запрос по времени, не называть точный слот из истории и передать менеджеру подбор расписания.",false
162,question_item:10170decb577300b8cb1973127fdcd04,question_class:a977a963e4045b02ae76856ff6e9d73f,call,расписание,safe,outdated,,requires_current_schedule|answer_status_requires_current_fact,"Понял, сейчас быстро проверю. Ребенок сейчас у 401 аудитории или уже ушел? Отмены в общей системе я пока не вижу, поэтому менеджер свяжется с вами после проверки-10 минут с точным ответом: где занятие и что делать ребенку сейчас.","Подтвердить запрос по времени, не называть точный слот из истории и передать менеджеру подбор расписания.",false
163,question_item:106e0c3f17d8c2d0f7acf6246334d13c,question_class:166731df77b169251a71ab9f495bcb75,call,расписание,safe,outdated,,requires_current_schedule|answer_status_requires_current_fact,"Да, берём детей с разным уровнем: перед выездом будет тестирование, по нему распределяем по группам. В день три пары, дальше кружки, квесты и спорт. Подскажите, пожалуйста, какой класс у ребёнка и какое направление ближе — физмат или IT? По июлю мест уже нет, но я могу проверить, подходит ли вам август актуальное окно записи, и отправить ссылку с программой и распорядком дня, чтобы вы спокойно посмотрели.","Подтвердить запрос по времени, не называть точный слот из истории и передать менеджеру подбор расписания.",false
164,question_item:42753b26d1cb80b6cd61c7cbb88f348a,question_class:da40e3cc6a703f2eb6678640d8b33cf6,telegram,оплата,commercial,outdated,,requires_current_installment|answer_status_requires_current_fact,"Можно отправить копию с водяным знаком или подойти передать в офис по адресу: г. адрес, который подтвердит менеджер, адрес, который подтвердит менеджер1, 4 этаж, 49 каб (со Вт по Сб с актуальное окно записи до актуальное окно записи)","Разобрать тип платежного вопроса, не давать реквизиты или суммы из истории и обозначить следующий шаг менеджера.",false
165,question_item:ee1f121c42f3c36bd4177dd747c4fb25,question_class:3692e02f3211d1f715b2bb75a9b3c40b,telegram,оплата,commercial,outdated,,requires_current_installment|answer_status_requires_current_fact,Да. Записи доступны в личном кабинете.,"Разобрать тип платежного вопроса, не давать реквизиты или суммы из истории и обозначить следующий шаг менеджера.",false
166,question_item:3a45c3dd77804c334b6644467215fd01,question_class:16f81a04cb83b67b94b4b05d885c4940,call,оплата,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Сначала решу вопрос с оплатой/действующие правила изменения или отмены услуги и подтвержу письмом. После этого, если удобно, отдельно обсудим продолжение обучения.","Разобрать тип платежного вопроса, не давать реквизиты или суммы из истории и обозначить следующий шаг менеджера.",false
167,question_item:3aa6fd3dd2053603dba1fdd42593b47f,question_class:87862cfb4d2e7857c7f168ac38443519,call,оплата,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents,"Да, конечно, завершите оплату спокойно. Я ученик, учебный центр. Если удобнее, я перезвоню вам через минуту на этот же номер; если вы успеете раньше, можете набрать меня сами. Если с оплатой снова будет ошибка, помогу разобраться.","Разобрать тип платежного вопроса, не давать реквизиты или суммы из истории и обозначить следующий шаг менеджера.",false
168,question_item:4c101f4e43b0f52b2f070f3aba5c925e,question_class:87862cfb4d2e7857c7f168ac38443519,call,оплата,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents,"Отлично, фиксирую, что ребенок поедет. Сейчас продублирую письмо на электронную почту: там будут условия, документы и дальнейшие шаги по оформлению. Правильно понимаю, вам нужно именно менеджер свяжется с вами после проверки минут, а после получения вы сможете ответным письмом подтвердить оформление.","Разобрать тип платежного вопроса, не давать реквизиты или суммы из истории и обозначить следующий шаг менеджера.",false
169,question_item:6ec2d6152c056865a12a322e03f0fdea,question_class:16f81a04cb83b67b94b4b05d885c4940,call,оплата,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Поняла вас, извините за беспокойство: это не новая заявка, а оплата по ребенку, который уже занимается в Жуковском. Сейчас отмечу это в системе и передам в филиал, чтобы обращение не дублировали. Если потребуется подтверждение по оплате, коллеги свяжутся с вами.","Разобрать тип платежного вопроса, не давать реквизиты или суммы из истории и обозначить следующий шаг менеджера.",false
170,question_item:7bc60bfcee0ad484bd8b68e2b12ff6d3,question_class:16f81a04cb83b67b94b4b05d885c4940,call,оплата,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Сначала решу вопрос с оплатой/действующие правила изменения или отмены услуги и подтвержу письмом. После этого, если удобно, отдельно обсудим продолжение обучения.","Разобрать тип платежного вопроса, не давать реквизиты или суммы из истории и обозначить следующий шаг менеджера.",false
171,question_item:7e83df929ecdf982647445295dabdb5c,question_class:87862cfb4d2e7857c7f168ac38443519,call,оплата,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents,"Сначала решу вопрос с оплатой/действующие правила изменения или отмены услуги и подтвержу письмом. После этого, если удобно, отдельно обсудим продолжение обучения.","Разобрать тип платежного вопроса, не давать реквизиты или суммы из истории и обозначить следующий шаг менеджера.",false
172,question_item:91f023586d76e186a0eca442a4789643,question_class:16f81a04cb83b67b94b4b05d885c4940,call,оплата,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Сначала решу вопрос с оплатой/действующие правила изменения или отмены услуги и подтвержу письмом. После этого, если удобно, отдельно обсудим продолжение обучения.","Разобрать тип платежного вопроса, не давать реквизиты или суммы из истории и обозначить следующий шаг менеджера.",false
173,question_item:9b07f5ce11b745ec18ae7320320a9b4c,question_class:6eaaeedd5fb15ba9a2b43ba3fe9a0763,call,оплата,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents,"Сначала решу вопрос с оплатой/действующие правила изменения или отмены услуги и подтвержу письмом. После этого, если удобно, отдельно обсудим продолжение обучения.","Разобрать тип платежного вопроса, не давать реквизиты или суммы из истории и обозначить следующий шаг менеджера.",false
174,question_item:a29696adeceb48c787e3fc8e9975fed6,question_class:bc9e24eaf593a2df560694e728f01b80,call,оплата,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents,"Сначала решу вопрос с оплатой/действующие правила изменения или отмены услуги и подтвержу письмом. После этого, если удобно, отдельно обсудим продолжение обучения.","Разобрать тип платежного вопроса, не давать реквизиты или суммы из истории и обозначить следующий шаг менеджера.",false
175,question_item:ba8f3ff337c3369ee76f9f93719c2d3e,question_class:6eaaeedd5fb15ba9a2b43ba3fe9a0763,call,оплата,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents,"Сначала решу вопрос с оплатой/действующие правила изменения или отмены услуги и подтвержу письмом. После этого, если удобно, отдельно обсудим продолжение обучения.","Разобрать тип платежного вопроса, не давать реквизиты или суммы из истории и обозначить следующий шаг менеджера.",false
176,question_item:df1aa206a6e059d0bd2a1a867f3706c4,question_class:6eaaeedd5fb15ba9a2b43ba3fe9a0763,call,оплата,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents,"Сначала решу вопрос с оплатой/действующие правила изменения или отмены услуги и подтвержу письмом. После этого, если удобно, отдельно обсудим продолжение обучения.","Разобрать тип платежного вопроса, не давать реквизиты или суммы из истории и обозначить следующий шаг менеджера.",false
177,question_item:1c956182215b9d2cb1539fbc3ad80c7c,question_class:87862cfb4d2e7857c7f168ac38443519,telegram,оплата,legal_docs,unsafe,source_required_personal_data_redaction|manager_only_high_risk_topic,requires_current_documents,"Добрый день! Ниже указаны документы и справки, которые нужно будет подготовить к смене. Необходимые документы: Заполненный действующие правила изменения или отмены услуги в 2-х экземплярах Анкета и согласие на обработку персональных данных в 1 экземпляре Копия паспорта или свидетельства о рождении Копия страхового медицинского полиса Медицинская справка 079У (действует в течение 3 мес) Справка о санэпидокружении обычно № 291 (срок действия 3 дня до приезда) Информация от родителей, если у ребенка есть аллергия на пищевые продукты или другие заболевания, требующие мед. помощь Желательные документы: Данные документы могут стать необходимыми при изменении требований контролирующих органов. Мед…","Разобрать тип платежного вопроса, не давать реквизиты или суммы из истории и обозначить следующий шаг менеджера.",false
178,question_item:fa57b71be05d836a75fffa3d3ee2e4a7,question_class:16f81a04cb83b67b94b4b05d885c4940,email,оплата,legal_docs,no_answer,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Поняла вас, извините за беспокойство: это не новая заявка, а оплата по ребенку, который уже занимается в Жуковском. Сейчас отмечу это в системе и передам в филиал, чтобы обращение не дублировали. Если потребуется подтверждение по оплате, коллеги свяжутся с вами.","Разобрать тип платежного вопроса, не давать реквизиты или суммы из истории и обозначить следующий шаг менеджера.",false
179,question_item:0e1c82110f734814fca0d1cc01ba465e,question_class:3692e02f3211d1f715b2bb75a9b3c40b,email,оплата,commercial,no_answer,,,Исторический ответ не найден.,"Разобрать тип платежного вопроса, не давать реквизиты или суммы из истории и обозначить следующий шаг менеджера.",false
180,question_item:2f606fdfaaaecb710f0d4afa61c34dce,question_class:7c68728b6689c9d7f49d6c2feba5cb0c,email,оплата,commercial,no_answer,,,Исторический ответ не найден.,"Разобрать тип платежного вопроса, не давать реквизиты или суммы из истории и обозначить следующий шаг менеджера.",false
181,question_item:afa3f33cf9f9c6064ea78b506bb2fe56,question_class:d58fba28e5275864c6add89751308dc4,email,оплата,commercial,no_answer,,,Исторический ответ не найден.,"Разобрать тип платежного вопроса, не давать реквизиты или суммы из истории и обозначить следующий шаг менеджера.",false
182,question_item:b484c86b33b33a653ec8b015a880cd09,question_class:7c68728b6689c9d7f49d6c2feba5cb0c,email,оплата,commercial,no_answer,,,Исторический ответ не найден.,"Разобрать тип платежного вопроса, не давать реквизиты или суммы из истории и обозначить следующий шаг менеджера.",false
183,question_item:0174b43eaa5014306585ed4dac541196,question_class:2e69266cdf8a6ccb95d6631ca694ec88,call,документы,safe,outdated,,requires_current_documents,"Да, речь про летнюю выездную школу. Поняла, что письмо вы пока не видели. Давайте я продублирую его сейчас на оба адреса и дополнительно могу отправить краткую информацию сообщением. Там будут смены на июнь, июль и август, а также ваши актуальные варианты: актуальные варианты и актуальные варианты как участнику выездных школ. Когда вам удобно, чтобы я менеджер свяжется с вами после проверки, дошло ли письмо и остались ли вопросы?","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
184,question_item:0d90760e284497dd4f46a540530a5973,question_class:4f37981e68c7ce124c290b72f41af26a,telegram,документы,safe,outdated,,requires_current_documents|review_requires_actual_fact_check,"Добрый день! Доступ к занятиям открыт. Напишите, пожалуйста, после ознакомления принятое решение касательно группы.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
185,question_item:15db81efb4b08c6847332897613ef765,question_class:36939b3fe3d78c33bd818672fcb9bc21,telegram,документы,safe,outdated,,requires_current_documents|review_requires_actual_fact_check,"Доброе утро! В течение 10 рабочих дней, Вам направят полный комплект документов.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
186,question_item:2504f0236909bf2dc1687bd89fc75b63,question_class:33e0958c2ef21a8d34cf81b8d943bb1c,call,документы,safe,outdated,,requires_current_documents,"Зафиксирую интерес на следующий учебный год. Какие предметы и дни вам принципиальны? Когда расписание будет готово, вернусь с конкретными вариантами.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
187,question_item:27cf145d968ff23b2d659d45904cf510,question_class:36939b3fe3d78c33bd818672fcb9bc21,call,документы,safe,outdated,,requires_current_documents|review_requires_actual_fact_check,"Да, конечно. Сейчас повторно отправлю письмо на адрес Павленко05. В письме будет список данных, которые нужны для справки ФНС; ответьте на него, пожалуйста, и приложите данные. Если письмо не придет менеджер свяжется с вами после проверки нам, проверим адрес и продублируем другим способом.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
188,question_item:281ea245eccd28cdc53b0816a81bef5e,question_class:9f3dd50903cc1e2235c74e595995f037,telegram,документы,safe,outdated,,requires_current_documents|review_requires_actual_fact_check,"Добрый день! Да, на Вашу эл. почту направим заявление для предоставления справки для ФНС.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
189,question_item:31b985bb6a64fb122cd0e71c4be3afea,question_class:36939b3fe3d78c33bd818672fcb9bc21,call,документы,safe,outdated,,requires_current_documents|review_requires_actual_fact_check,"Да, конечно. Сейчас отправлю вам на почту бланк заявления. Вы его заполняете и присылаете ответом на это же письмо, после этого специалист подготовит справку за 2024 год. Обычно материал, который пришлет менеджер, а при очной подаче просто распечатать. В письме также укажу, куда писать, если возникнет вопрос по заполнению.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
190,question_item:380ac281820be9c0671c6b94938b47e5,question_class:fda45bb2368579944fd5c0a6b4b5354f,telegram,документы,safe,outdated,,requires_current_documents|review_requires_actual_fact_check,Добрый день! Подпись должна быть от руки. Остальное по желанию.,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
191,question_item:3f073bc4e14a9e33421270b2436a5f2e,question_class:9f3dd50903cc1e2235c74e595995f037,call,документы,safe,outdated,,requires_current_documents|review_requires_actual_fact_check,"Да, правильно: по летнему лагерю и по подготовительным курсам будут отдельные справки/пакеты документов, если оплаты проходили отдельно. По срокам ориентируйтесь примерно на две недели, сейчас возможна небольшая задержка из-за большого потока. Я понимаю, что у вас актуальное окно записи последний день отпуска, поэтому зафиксирую обращение и поставлю себе напоминание проверить готовность через две недели. Если документы будут готовы раньше, сообщим вам по телефону.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
192,question_item:46f69e0601a891e69fc15efde3c44bdf,question_class:33e0958c2ef21a8d34cf81b8d943bb1c,call,документы,safe,outdated,,requires_current_documents,"Да, если пропуски были по болезни, справка 095 нужна, чтобы мы не списали эти занятия как обычные пропуски. Пришлите ее на электронную почту, пожалуйста, и укажите даты, которые ребенок пропустил. Мы проверим все пропуски, подтвердим получение, а в конце года неиспользованные занятия можно будет перенести на следующий учебный год или оформить действующие правила изменения или отмены услуги.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
193,question_item:49611174250db25499299d660330797d,question_class:53ebf5077d2cacaf7ad6150c94f4ed37,telegram,документы,safe,outdated,,requires_current_documents,Добрый день! Telegram - канал с фото и видео отчетами о жизни учеников на смене: ссылка me/kmiptlvs Во время смены по всем вопросам Вы можете писать на страницу администрации — ссылка me/fotonadminmsk (указав ФИО ребенка в начале сообщения).,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
194,question_item:4b792bfb962183dd2099c81b20b9f1bf,question_class:2e69266cdf8a6ccb95d6631ca694ec88,call,документы,safe,outdated,,requires_current_documents,"да, мы общались по летней выездной школе наш учебный центр. Понимаю, письмо легко потерять в почте. Я сейчас продублирую его вам еще раз, а вы посмотрите условия, даты и формат. Давайте я менеджер свяжется с вами после проверки, появились ли вопросы и актуально ли место?","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
195,question_item:4de983c13bf107069a45bf3abc5edfb2,question_class:7f1a716e64ec41e848c9a4de58d0ce86,telegram,документы,safe,outdated,,requires_current_documents,"Да, документы в СФР или МФЦ вы должны передать лично. Возможно можно по доверенности, это нужно уже уточнять в СФР.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
196,question_item:4f8e4759c9339ba1e7942afea65213d8,question_class:638194dbfc1ddbf7dff72320202ffa75,call,документы,safe,outdated,,requires_current_documents,"Да, извините за связь. По информатике в актуальное окно записи есть время актуальное окно записи и актуальное окно записи, ученик. Правильно фиксирую, что вы подходите к актуальное окно записи? Справку можно прислать на нашу обычную почту, с которой мы вам пишем; я после звонка продублирую адрес сообщением, чтобы не искать. Будем вас ждать в актуальное окно записи.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
197,question_item:60095a64500fa23950ae4afdc7035f8b,question_class:60c7c0448d052f4923a3b403ec203b31,call,документы,safe,outdated,,requires_current_documents,"Понял, вы сейчас заняты. Тогда я актуальное окно записи продублирую письмо по доплате за летнюю школу и анкеты. Главное на актуальное окно записи: успеть с доплатой до повышения на актуальную стоимость. По индивидуальным занятиям отдельно вернемся после анкет; по физике сейчас лист ожидания, но я зафиксирую ваш интерес и посмотрю варианты.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
198,question_item:6f6fd6c3594a37035f10d936ddaaf57f,question_class:17c45be9fac0913fd4da2029cd4af654,call,документы,safe,outdated,,requires_current_documents,"Да, ученик, пришлю на почту все, что поможет дочери сравнить варианты: информацию по партнерам для онлайн-групп, что есть по общим и продвинутым программам, стоимость и формат обратной связи. Уточните, пожалуйста, email. По нашим обычным курсам для его возраста в этом году набора не будет, поэтому оставляем два варианта: Фотон как онлайн-альтернатива и наш премиум после тестирования. Давайте я отправлю актуальное окно записи, а через неделю созвонимся и решим, нужен ли прямой разговор с дочерью.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
199,question_item:703dd88772243a5830816cb5aa18aa43,question_class:07bf54f469dea1b69665661716a1b310,call,документы,safe,outdated,,requires_current_documents,"спасибо. Тогда сейчас вы подаете документы в СФР и можете прислать нам подтверждение подачи на почту. Когда СФР даст решение, отдельно пришлите одобрение или отказ. Я повторно отправлю письмо для родителей менеджер свяжется с вами после проверки, что оно дошло. Подскажите, почта для отправки у нас актуальная?","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
200,question_item:749dc15564f69a18e9bc681675bdeb3d,question_class:7f89cd68420455392c0f1df4185603f0,telegram,документы,safe,outdated,,requires_current_documents,"Добрый день! Если оплата была произведена без налично, то квитанция об оплате есть в банковском приложении.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
201,question_item:773ef6eae1bfd73521f9572a520846f6,question_class:e1c22d23c8ea5972913183aab591a1e3,call,документы,safe,outdated,,requires_current_documents,"здорово, что Наталье понравилось и она сама думала ехать еще. Тогда я не буду сейчас присылать лишнее по курсам. По летней школе могу поставить аккуратное напоминание на май и связаться, когда будут актуальные места и смены. Подскажите, лучше позвонить или написать?","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
202,question_item:77674a918ed6e1bfcbe1f8ca7b9774b6,question_class:36939b3fe3d78c33bd818672fcb9bc21,telegram,документы,safe,outdated,,requires_current_documents|review_requires_actual_fact_check,Добрый день! Спасибо за информацию! Можно писать нам в макс🙏🏼 У Вас осталось еще 2 занятия на абонементе.,"Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
203,question_item:026bd848c44bca23cb176f97635ce7ac,question_class:9f274c6281718cd794bc87ac297e0bb8,call,маткапитал,legal_docs,unsafe,manager_only_high_risk_topic,requires_current_documents|review_requires_actual_fact_check,"Хорошо, сейчас пришлю на почту точный список документов для оплаты маткапиталом: заявление, подтверждение актуальные варианты и выписку по остатку. Если пришлете актуальное окно записи до актуальное окно записи, зафиксируем сумму актуальную стоимость. По летнему лагерю понимаю, что из-за экзаменов сейчас рано решать; могу просто отметить интерес и вернуться к вам после экзаменов с датами смен.","Аккуратно признать вопрос по документам, не давать юридических обещаний и отправить на ручную проверку.",false
