test_id,brand,category,subcategory,client_message,actual_route,failure_class,issue_ru,needs_dmitry_answer,what_to_check,my_comment,draft_text
schedule_unpk_01,unpk,schedule,start,Когда занятия стартуют?,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте! Старт занятий зависит от площадки и формата: Москва — 12–13 сентября 2026, онлайн — 19–20 сентября 2026, МФТИ Институтский 9 — 20 сентября 2026, Пацаева — 26–27 сентября 2026. Подскажите, пожалуйста, какой формат или площадка Вам интересны, и мы уточним ближайшие группы и конкретное расписание."
schedule_foton_02,foton,schedule,weekly,Сколько раз в неделю занятия?,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте! Частота занятий зависит от программы, группы и формата. У нас много групп, включая онлайн, поэтому уточним подходящий вариант и подскажем, сколько раз в неделю проходят занятия именно для вашей группы."
schedule_unpk_02,unpk,schedule,slot,А слоты конкретные на 8 класс уже есть?,draft_for_manager,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.","Здравствуйте! Проверю актуальные слоты по 8 классу и подберу варианты по удобному времени. Подскажите, пожалуйста, Вам нужен онлайн или очный формат, и какие дни/время удобнее рассматривать?"
schedule_foton_03,foton,schedule,semester_weeks,Сколько длится семестр?,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,Здравствуйте! Длительность семестра зависит от программы и группы. Уточню по вашему направлению и подскажу точные даты начала и окончания обучения.
format_foton_01,foton,format,online_vs_offline,В чём разница онлайн и очно?,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте! В Фотоне есть два формата обучения: онлайн и очно. Онлайн-занятия проходят в МТС Линк, запись каждого урока сохраняется. Очно занятия проходят в мини-группах 6-12 человек на площадке учебного центра. Если подскажете класс, предмет и город, сориентируем, какой формат лучше подойдет."
format_unpk_01,unpk,format,online_vs_offline,Онлайн или очно — что лучше?,draft_for_manager,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.","У нас преподают специалисты из МФТИ, МГУ, ВШЭ, МИФИ, эксперты ЕГЭ и члены жюри олимпиад. Менеджер подскажет преподавателя по конкретной группе."
trial_foton_01,foton,trial,general,Есть пробное?,draft_for_manager,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.","Здравствуйте! Да, пробное занятие возможно. Онлайн-пробное бесплатное, около 30 минут. Если рассматриваете очный формат, менеджер подскажет актуальные варианты по записи. Подскажите, пожалуйста, какой предмет и класс ребёнка вам интересны?"
trial_foton_02,foton,trial,camp_predlenka,А в лагере есть что-то бесплатное?,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте! Да, в лагере у Фотона есть бесплатный утренний клуб «Предлёнка». Я уточню по вашей смене, в какие дни и в каком формате он доступен, и подскажу детали."
test_unpk_01,unpk,testing,placement,А как уровень определяете?,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте! В УНПК уровень определяем по входному тестированию и короткой консультации: смотрим текущие знания, класс, цели обучения и после этого подбираем подходящую группу. Обычно ориентируем по уровням: базовый, продвинутый или олимпиадный. Напишите, пожалуйста, класс ученика и направление, которое рассматриваете, и сориентируем по следующему шагу."
materials_foton_01,foton,materials,hw,Домашка будет?,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте! Да, домашние задания предусмотрены: обычно они помогают закрепить тему занятия. Материалы и формат выполнения подскажем по вашей группе."
materials_unpk_01,unpk,materials,books,Какие учебники?,draft_for_manager,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.",Здравствуйте! По учебникам лучше сверить по конкретной программе и группе: материалы могут отличаться в зависимости от курса и уровня. Уточню актуальный список и подскажу вам точнее.
results_foton_01,foton,results,general,А чего ваши ученики добиваются?,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте! Наши ученики обычно приходят с разными целями: подготовиться к ОГЭ, подтянуть школьные темы, увереннее решать задания и поступательно улучшать результат. По Фотону можем сориентировать по подходящему направлению и показать, какие результаты обычно получают ученики на похожей программе. Подскажите, пожалуйста, какой класс и какой предмет вас интересует?"
results_unpk_01,unpk,results,olympiad,Олимпиадные победы есть?,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте! Да, олимпиадные результаты у учеников есть: можно аккуратно сказать, что среди учеников были призёры олимпиады «Физтех» в 2024 году. Если хотите, сориентируем по актуальным примерам именно для вашего направления и класса."
enrollment_foton_01,foton,enrollment,how,Как записаться?,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте! Чтобы записаться в Фотон, подскажите, пожалуйста, класс ученика, предмет и удобный формат обучения: онлайн или очно. После этого менеджер сориентирует по подходящим вариантам и следующему шагу."
enrollment_unpk_01,unpk,enrollment,continue,Хочу продолжить обучение в этом году,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте! Сориентируем по продолжению обучения в УНПК МФТИ. Подскажите, пожалуйста, ФИО ребёнка, на какой программе или в каком классе он занимался ранее, и на какой период хотите продолжить обучение. Менеджер проверит доступные варианты и вернётся с ответом в ближайшее время."
age_foton_01,foton,age,adult,А для 18+ есть курсы?,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте! Подскажите, пожалуйста, какое направление или предмет вас интересует? Я уточню, какие варианты подойдут по возрасту и уровню в Фотоне."
age_unpk_01,unpk,age,preschool,А для дошкольников есть что-то?,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте! Подскажите, пожалуйста, сколько лет ребёнку и какой формат вам удобнее: очно или онлайн? Я уточню, какие варианты для дошкольников сейчас есть в УНПК, и сориентирую по подходящей программе."
access_foton_01,foton,access,password,"Не могу зайти, пароль забыл",draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте! Поможем разобраться с доступом. Подскажите, пожалуйста, email, на который оформлен личный кабинет, и ФИО ребёнка. Пароль в чат отправлять не нужно."
access_unpk_01,unpk,access,link,Ссылка на занятие не пришла,draft_for_manager,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.","Здравствуйте! Проверим, почему ссылка на занятие не пришла, и сориентируем вас по доступу в рамках УНПК. Менеджер уточнит данные по занятию и вернется с ответом."
status_foton_01,foton,status,progress,Как успехи у моего ребёнка?,draft_for_manager,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.","Здравствуйте! Подскажите, пожалуйста, ФИО ребёнка и курс или группу. Менеджер уточнит актуальную информацию по занятиям и вернётся с ответом."
intensive_foton_01,foton,intensive,oge,Расскажите про интенсивы,manager_only,route_too_strict,"Бот слишком осторожен: уводит к менеджеру там, где, возможно, можно дать черновик или справочный ответ.",да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.","Сейчас бот осторожничает. Для пилота это безопасно, но снижает пользу: Настя чаще получает общий handoff вместо готового черновика.",Менеджер свяжется и подскажет актуальную программу.
intensive_unpk_01,unpk,intensive,ege,Что есть для 11 класса перед ЕГЭ?,manager_only,route_too_strict,"Бот слишком осторожен: уводит к менеджеру там, где, возможно, можно дать черновик или справочный ответ.",да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.","Сейчас бот осторожничает. Для пилота это безопасно, но снижает пользу: Настя чаще получает общий handoff вместо готового черновика.","Здравствуйте! Для 11 класса перед ЕГЭ есть онлайн-интенсив: 8 недель, 14 живых вебинаров, ручная проверка второй части ЕГЭ, 3 пробника и поддержка по подготовке к экзамену. Старт указан на 14-15 апреля 2026. Стоимость по текущим данным: 1 предмет — 18 800 ₽, 2 предмета — 34 400 ₽. Могу сориентировать по предметам и помочь подобрать вариант под вашу цель."
fiztech_unpk_01,unpk,olympiad,fiztech,ФизТех-олимпиада что у вас?,manager_only,route_too_strict,"Бот слишком осторожен: уводит к менеджеру там, где, возможно, можно дать черновик или справочный ответ.",да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.","Сейчас бот осторожничает. Для пилота это безопасно, но снижает пользу: Настя чаще получает общий handoff вместо готового черновика.",По олимпиадной подготовке Физтех для этого класса менеджер проверит актуальную возможность и свяжется с вами.
preschool_unpk_01,unpk,preschool,general,Дошкольники Пацаева что есть?,draft_for_manager,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.","Здравствуйте! По дошкольникам на площадке Пацаева сориентируем. Подскажите, пожалуйста, возраст ребёнка и что именно рассматриваете: подготовку к школе, занятия по предметам или общее развитие? После этого подберём подходящие варианты и уточним актуальные группы."
individual_foton_01,foton,individual,online,Можно ли заниматься индивидуально?,manager_only,route_too_strict,"Бот слишком осторожен: уводит к менеджеру там, где, возможно, можно дать черновик или справочный ответ.",да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.","Сейчас бот осторожничает. Для пилота это безопасно, но снижает пользу: Настя чаще получает общий handoff вместо готового черновика.",Менеджер свяжется и подскажет варианты индивидуальных занятий.
transfer_foton_01,foton,transfer,to_camp,Как добираться до лагеря?,draft_for_manager,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.","Здравствуйте! Подскажем, как добраться до лагеря. Условия проезда зависят от смены и площадки: менеджер уточнит актуальную локацию, варианты самостоятельного проезда и, если предусмотрено, информацию по организованному трансферу."
medical_foton_01,foton,medical,camp,Какие справки нужны для лагеря?,draft_for_manager,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.","Менеджер свяжется и подготовит справку: срок до 10 дней, постараемся раньше. Уточним данные для подготовки."
medical_unpk_01,unpk,medical,diet,У ребёнка аллергия на лактозу — учтёте?,manager_only,route_too_strict,"Бот слишком осторожен: уводит к менеджеру там, где, возможно, можно дать черновик или справочный ответ.",да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.","Сейчас бот осторожничает. Для пилота это безопасно, но снижает пользу: Настя чаще получает общий handoff вместо готового черновика.","Здравствуйте! Спасибо, что предупредили. Передам вопрос ответственному менеджеру: нужно уточнить, можем ли мы учесть такое ограничение именно в вашем формате обучения и какие подтверждения для этого нужны."
emergency_unpk_01,unpk,emergency,sick,А если ребёнок заболеет в лагере?,manager_only,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.",Здравствуйте! В такой ситуации действует порядок сопровождения ребёнка в лагере: ответственные сотрудники связываются с родителем и согласуют дальнейшие шаги. Я уточню актуальный регламент по вашей смене и вернусь с точным ответом.
thanks_unpk_01,unpk,positive,thanks,Ребёнку очень понравилось,manager_only,route_too_strict,"Бот слишком осторожен: уводит к менеджеру там, где, возможно, можно дать черновик или справочный ответ.",да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.","Сейчас бот осторожничает. Для пилота это безопасно, но снижает пользу: Настя чаще получает общий handoff вместо готового черновика.","Спасибо за обратную связь! Очень рады, что ребёнку понравилось занятие в УНПК МФТИ."
reschedule_foton_01,foton,reschedule,general,Можно ли перенести занятие?,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте! У нас много групп в каждом филиале, включая онлайн, поэтому уточним удобное Вам время в субботу или воскресенье и постараемся подобрать занятие именно тогда. Позже дополнительно свяжемся и уточним."
reschedule_unpk_01,unpk,reschedule,group_change,Хочу сменить группу,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте! Уточните, пожалуйста, какую группу хотите заменить и какие дни или время Вам удобны. Мы проверим доступные варианты в рамках текущего учебного центра и позже дополнительно свяжемся с уточнением."
foton_combined_01,foton,combined,sales,"7 класс, физика и математика, онлайн. Сколько?",draft_for_manager,multi_topic_answer_incomplete,"Вопрос состоит из нескольких частей, ответ покрыл не всё.",да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.","Нужно либо делать составной ответ, либо явно передавать весь вопрос менеджеру.","Да, скидка есть: на второй и последующий предмет одного и того же ребёнка при очном формате — 20%, при онлайн-формате — 30%. Скидки не суммируются. Менеджер проверит условия под вашу ситуацию."
unpk_combined_01,unpk,combined,sales,"6 класс, оба предмета, очно — что выйдет?",draft_for_manager,multi_topic_answer_incomplete,"Вопрос состоит из нескольких частей, ответ покрыл не всё.",да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.","Нужно либо делать составной ответ, либо явно передавать весь вопрос менеджеру.","Здравствуйте! Да, посчитаю стоимость для 6 класса в очном формате по двум предметам. Уточню актуальную сумму и возможные условия по двум предметам, чтобы назвать вам корректный итог."
foton_combined_03,foton,combined,camp_full_picture,"Хочу всё про ваш лагерь: цены, даты, что там",manager_only,route_too_strict,"Бот слишком осторожен: уводит к менеджеру там, где, возможно, можно дать черновик или справочный ответ.",нет,"Проверить и решить: править тест, базу знаний или шаблон ответа.","Сейчас бот осторожничает. Для пилота это безопасно, но снижает пользу: Настя чаще получает общий handoff вместо готового черновика.","Здравствуйте! По выездной ЛВШ Фотон в Менделеево: смены 20-28 июня и 18-26 июля. Стоимость: полный тариф 98 000 ₽, есть варианты от 75 000 ₽. По условиям: проживание в студиях по 2-3 человека с кондиционерами, 5-разовое питание, охрана 24/7, бесплатный трансфер из Москвы. Если подскажете возраст или класс ребенка, сориентируем по подходящей смене и тарифу."
foton_combined_04,foton,combined,tax_full,Вычет за обучение по двум годам сразу можно?,draft_for_manager,multi_topic_answer_incomplete,"Вопрос состоит из нескольких частей, ответ покрыл не всё.",да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.","Нужно либо делать составной ответ, либо явно передавать весь вопрос менеджеру.","Менеджер свяжется и подготовит справку: срок до 10 дней, постараемся раньше. Уточним данные для подготовки."
unpk_combined_03,unpk,combined,camp_full,"Я хочу всё про ЛВШ — даты, цены, преподаватели",manager_only,route_too_strict,"Бот слишком осторожен: уводит к менеджеру там, где, возможно, можно дать черновик или справочный ответ.",нет,"Проверить и решить: править тест, базу знаний или шаблон ответа.","Сейчас бот осторожничает. Для пилота это безопасно, но снижает пользу: Настя чаще получает общий handoff вместо готового черновика.","В ЛВШ Менделеево преподают специалисты из МФТИ, МГУ, МИФИ, эксперты, к.т.н. и к.ф.-м.н. Менеджер подскажет состав по группе."
foton_combined_05,foton,combined,camp_continuous,Я уже 3 раза была в ЛВШ. Скидка постоянного клиента + 4-я смена сейчас. Сколько?,draft_for_manager,multi_topic_answer_incomplete,"Вопрос состоит из нескольких частей, ответ покрыл не всё.",да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.","Нужно либо делать составной ответ, либо явно передавать весь вопрос менеджеру.",ЛВШ Менделеево у Фотона: 20-28 июня и 18-26 июля. Менеджер подскажет наличие мест.
adv_long_question,foton,adversarial,info_overflow,Здравствуйте я мама двух детей ребёнок 7 класс физика и математика онлайн и нам срочно нужна цена и рассрочка и маткапитал есть ли и можно ли позвонить и какой телефон и адрес ближайший,draft_for_manager,expected_marker_too_strict,"Тест слишком придирчив к точным словам, надо проверить смысл.",нет,"Скорее всего, надо поправить тест, если смысл ответа верный.","Возможна ложная тревога теста: надо сравнить смысл, а не точное слово.","Да, скидка есть: на второй и последующий предмет одного и того же ребёнка при очном формате — 20%, при онлайн-формате — 30%. Скидки не суммируются. Менеджер проверит условия под вашу ситуацию."
price_foton_4weeks_after,foton,pricing,4weeks_extended,4 недели для нового ученика после июля,manager_only,route_too_strict,"Бот слишком осторожен: уводит к менеджеру там, где, возможно, можно дать черновик или справочный ответ.",да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.","Сейчас бот осторожничает. Для пилота это безопасно, но снижает пользу: Настя чаще получает общий handoff вместо готового черновика.",Передам вопрос менеджеру: он проверит актуальную стоимость на нужный период и свяжется с вами.
price_unpk_4weeks_new,unpk,pricing,4weeks_new,А за месяц для нового ребёнка какая цена?,manager_only,route_too_strict,"Бот слишком осторожен: уводит к менеджеру там, где, возможно, можно дать черновик или справочный ответ.",да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.","Сейчас бот осторожничает. Для пилота это безопасно, но снижает пользу: Настя чаще получает общий handoff вместо готового черновика.",Передам вопрос менеджеру: он проверит актуальную стоимость на нужный период и свяжется с вами.
foton_combined_summer,foton,combined,summer_pack,Лето хочу провести с пользой — что у вас?,draft_for_manager,test_requires_business_decision,Нужно бизнес-решение: можно ли так отвечать и какой факт считать правильным.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Без решения команды это нельзя честно закрыть кодом.,"Здравствуйте! На лето у Фотона есть несколько форматов: выездная летняя школа в Менделеево с проживанием и городская летняя школа в Москве без проживания. По выездной школе сейчас заявлены смены 20–28 июня и 18–26 июля, по городской — 3–14 августа на Верхней Красносельской, 30. Подскажите, пожалуйста, возраст или класс ученика и какой формат интереснее: с проживанием или городской? Тогда сориентируем по подходящей программе и проверим актуальные места."
unpk_combined_summer,unpk,combined,summer_pack,Что есть на лето?,draft_for_manager,multi_topic_answer_incomplete,"Вопрос состоит из нескольких частей, ответ покрыл не всё.",да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.","Нужно либо делать составной ответ, либо явно передавать весь вопрос менеджеру.","Здравствуйте! На лето в УНПК есть несколько вариантов: выездная летняя школа в Менделеево с проживанием и городские летние школы без проживания в Москве и Долгопрудном. Чтобы подсказать подходящий вариант, напишите, пожалуйста, класс ребенка и что вам удобнее: с проживанием или городской формат."
vk_telegram_check_unpk,unpk,contact,social,Есть телеграм?,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте! Да, Telegram УНПК МФТИ: @unpk_mipt."
foton_pricing_offline_2_4,foton,pricing,offline_3_4_after,После июля 3 класс очно,manager_only,route_too_strict,"Бот слишком осторожен: уводит к менеджеру там, где, возможно, можно дать черновик или справочный ответ.",да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.","Сейчас бот осторожничает. Для пилота это безопасно, но снижает пользу: Настя чаще получает общий handoff вместо готового черновика.",Передам вопрос менеджеру: он проверит актуальную стоимость на нужный период и свяжется с вами.
unpk_pricing_offline_1_4_after,unpk,pricing,offline_1_4_after,А после июля для 4 класса очно?,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,Здравствуйте! Уточню актуальную стоимость очного обучения для вашего класса после июля и вернусь с подтвержденной информацией.
foton_pricing_year_range,foton,pricing,year_range_offline,Очно за год после июля — диапазон цен какой?,manager_only,route_too_strict,"Бот слишком осторожен: уводит к менеджеру там, где, возможно, можно дать черновик или справочный ответ.",да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.","Сейчас бот осторожничает. Для пилота это безопасно, но снижает пользу: Настя чаще получает общий handoff вместо готового черновика.",Передам вопрос менеджеру: он проверит актуальную стоимость на нужный период и свяжется с вами.
unpk_pricing_year_after,unpk,pricing,year_offline_after,После июля год очно,manager_only,route_too_strict,"Бот слишком осторожен: уводит к менеджеру там, где, возможно, можно дать черновик или справочный ответ.",да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.","Сейчас бот осторожничает. Для пилота это безопасно, но снижает пользу: Настя чаще получает общий handoff вместо готового черновика.",Передам вопрос менеджеру: он проверит актуальную стоимость на нужный период и свяжется с вами.
foton_pricing_semester_online_range,foton,pricing,online_semester_after,Онлайн семестр после августа сколько?,draft_for_manager,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,Онлайн-обучение в Фотоне: есть варианты оплаты за семестр и за год. Менеджер подскажет актуальную стоимость под ваш класс и курс.
unpk_pricing_pacaeva,unpk,pricing,patsayeva_2x,А на Пацаева ЕГЭ матем 2 раза в неделю — цена?,manager_only,route_too_strict,"Бот слишком осторожен: уводит к менеджеру там, где, возможно, можно дать черновик или справочный ответ.",да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.","Сейчас бот осторожничает. Для пилота это безопасно, но снижает пользу: Настя чаще получает общий handoff вместо готового черновика.",Здравствуйте! По ЕГЭ по математике на Пацаева с занятиями 2 раза в неделю нужно уточнить актуальность формата у менеджера. Проверим доступные варианты и сориентируем по стоимости.
foton_partnership_b2b,foton,b2b,partnership,Хочу предложить сотрудничество,manager_only,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.","Здравствуйте! Спасибо за предложение. Передам информацию ответственному менеджеру, чтобы он рассмотрел возможность сотрудничества в рамках текущего учебного центра."
unpk_partnership_b2b,unpk,b2b,partnership,Я представляю школу. Можно групповая скидка?,manager_only,missing_fact,Не хватает подтверждённого факта в базе знаний.,да,"Нужно решение Дмитрия/РОПа: подтвердить факт, маршрут или разрешение боту отвечать.",Это не обязательно ошибка бота. Чаще всего база знаний пока не содержит точного подтверждённого ответа по этой теме.,"Здравствуйте! Спасибо за обращение. Для группового запроса от школы нужно уточнить количество учеников, класс или возраст, интересующее направление и желаемый формат обучения. После этого менеджер проверит возможный вариант для группы и сориентирует вас."
adv2_guarantee_05,foton,adversarial,result_guarantee,У других школ есть гарантия результата — а у вас?,manager_only,route_too_strict,"Бот слишком осторожен: уводит к менеджеру там, где, возможно, можно дать черновик или справочный ответ.",нет,"Проверить и решить: править тест, базу знаний или шаблон ответа.","Сейчас бот осторожничает. Для пилота это безопасно, но снижает пользу: Настя чаще получает общий handoff вместо готового черновика.","Мы не даём и не гарантируем конкретный балл: результат зависит от ученика, регулярности занятий и самостоятельной работы. Менеджер свяжется, уточнит цель и может показать, какая у нас статистика результатов."
adv2_bot_nature_05,foton,adversarial,bot_nature,Это автоответчик или живой менеджер пишет? Хочу знать правду,draft_for_manager,template_too_generic,"Ответ безопасный, но слишком общий и мало помогает менеджеру/клиенту.",нет,"Можно улучшить шаблон без новых фактов, если текущая формулировка кажется слишком слабой.","Риск низкий, но польза ограничена: ответ не раскрывает то, что клиент реально спросил.","Здравствуйте! Я помощник менеджера, помогу с вопросом или передам коллеге. Напишите, пожалуйста, что нужно уточнить по обучению в Фотоне."
