priority,approval_item_id,item_type,topic,fact_id_ref,brand,product,manager_text,suggested_decision,rop_question,source_id,linked_open_question,risk_notes
P0,approve:fact_v3_foton_discounts_loyal_customers_camps_pct_5_c9f318b392,discount,02_discounts,fact:v3:foton:discounts_loyal_customers_camps_pct_5:c9f318b392,foton,discounts,Фотон: скидка — 5%: 1 смена посещена.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, discounts? Факт: Фотон: скидка — 5%: 1 смена посещена.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_discounts_multichild_rule_0fb79b67b2,discount,02_discounts,fact:v3:foton:discounts_multichild_rule:0fb79b67b2,foton,discounts,"Фотон: скидка, правило — 10% многодетным. Применяется как любая другая — не суммируется с другими скидками..",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, discounts? Факт: Фотон: скидка, правило — 10% многодетным. Применяется как любая другая — не суммируется с другими скидками..",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_discounts_refer_a_friend_camp_advanced_tariff_cashback_5e6144745d,discount,02_discounts,fact:v3:foton:discounts_refer_a_friend_camp_advanced_tariff_cashback:5e6144745d,foton,discounts,"Фотон: скидка, кэшбэк — 5 000 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, discounts? Факт: Фотон: скидка, кэшбэк — 5 000 ₽.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_discounts_refer_a_friend_camp_advanced_tariff_condition_d6f571f792,discount,02_discounts,fact:v3:foton:discounts_refer_a_friend_camp_advanced_tariff_condition:d6f571f792,foton,discounts,"Фотон: скидка, условие — после смены.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, discounts? Факт: Фотон: скидка, условие — после смены.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_discounts_refer_a_friend_camp_base_tariff_cashback_85c46b08d8,discount,02_discounts,fact:v3:foton:discounts_refer_a_friend_camp_base_tariff_cashback:85c46b08d8,foton,discounts,"Фотон: скидка, кэшбэк — 3 000 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, discounts? Факт: Фотон: скидка, кэшбэк — 3 000 ₽.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_discounts_refer_a_friend_camp_base_tariff_condition_30c0e17a56,discount,02_discounts,fact:v3:foton:discounts_refer_a_friend_camp_base_tariff_condition:30c0e17a56,foton,discounts,"Фотон: скидка, условие — после смены.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, discounts? Факт: Фотон: скидка, условие — после смены.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_discounts_refer_a_friend_offline_cashback_46a2cac6cb,discount,02_discounts,fact:v3:foton:discounts_refer_a_friend_offline_cashback:46a2cac6cb,foton,discounts,"Фотон: скидка, очно, кэшбэк — 10 000 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, discounts? Факт: Фотон: скидка, очно, кэшбэк — 10 000 ₽.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_discounts_refer_a_friend_offline_condition_50f694bf6b,discount,02_discounts,fact:v3:foton:discounts_refer_a_friend_offline_condition:50f694bf6b,foton,discounts,"Фотон: скидка, очно, условие — после 5 занятий друга.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, discounts? Факт: Фотон: скидка, очно, условие — после 5 занятий друга.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_discounts_refer_a_friend_online_cashback_a717a7ba34,discount,02_discounts,fact:v3:foton:discounts_refer_a_friend_online_cashback:a717a7ba34,foton,discounts,"Фотон: скидка, онлайн, кэшбэк — 10 000 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, discounts? Факт: Фотон: скидка, онлайн, кэшбэк — 10 000 ₽.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_discounts_refer_a_friend_online_condition_d2d2e48219,discount,02_discounts,fact:v3:foton:discounts_refer_a_friend_online_condition:d2d2e48219,foton,discounts,"Фотон: скидка, онлайн, условие — после семестра друга.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, discounts? Факт: Фотон: скидка, онлайн, условие — после семестра друга.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_discounts_second_subject_offline_ba7b6cc51b,discount,02_discounts,fact:v3:foton:discounts_second_subject_offline:ba7b6cc51b,foton,discounts,"Фотон: скидка, очно — 20%.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, discounts? Факт: Фотон: скидка, очно — 20%.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_discounts_second_subject_online_34af8d80b0,discount,02_discounts,fact:v3:foton:discounts_second_subject_online:34af8d80b0,foton,discounts,"Фотон: скидка, онлайн — 30%.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, discounts? Факт: Фотон: скидка, онлайн — 30%.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_discounts_stacking_rule_2be3881e47,discount,02_discounts,fact:v3:foton:discounts_stacking_rule:2be3881e47,foton,discounts,Фотон: скидка — non stacking largest applies.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, discounts? Факт: Фотон: скидка — non stacking largest applies.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_discounts_stacking_rule_text_1c7312cbab,discount,02_discounts,fact:v3:foton:discounts_stacking_rule_text:1c7312cbab,foton,discounts,Фотон: скидка — Скидки не суммируются — применяется наибольшая из доступных..,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, discounts? Факт: Фотон: скидка — Скидки не суммируются — применяется наибольшая из доступных..",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_ls_city_2026_foton_discounts_already_paid_2026_27_ad915e2f2e,discount,02_discounts,fact:v3:foton:ls_city_2026_foton_discounts_already_paid_2026_27:ad915e2f2e,foton,city_camp_2026,Фотон: городской летний лагерь — 10%.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, city camp 2026? Факт: Фотон: городской летний лагерь — 10%.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_ls_city_2026_foton_discounts_former_student_same_brand_bd35ecad25,discount,02_discounts,fact:v3:foton:ls_city_2026_foton_discounts_former_student_same_brand:bd35ecad25,foton,city_camp_2026,Фотон: городской летний лагерь — 5% Фотон → Фотон.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, city camp 2026? Факт: Фотон: городской летний лагерь — 5% Фотон → Фотон.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_ls_city_2026_foton_discounts_multichild_d444470032,discount,02_discounts,fact:v3:foton:ls_city_2026_foton_discounts_multichild:d444470032,foton,city_camp_2026,Фотон: городской летний лагерь — 10%.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, city camp 2026? Факт: Фотон: городской летний лагерь — 10%.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_ls_city_2026_foton_discounts_refer_a_friend_advanced_52c36f4bb8,discount,02_discounts,fact:v3:foton:ls_city_2026_foton_discounts_refer_a_friend_advanced:52c36f4bb8,foton,city_camp_2026,Фотон: городской летний лагерь — 5 000.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, city camp 2026? Факт: Фотон: городской летний лагерь — 5 000.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_ls_city_2026_foton_discounts_refer_a_friend_base_26b3b570a7,discount,02_discounts,fact:v3:foton:ls_city_2026_foton_discounts_refer_a_friend_base:26b3b570a7,foton,city_camp_2026,"Фотон: городской летний лагерь, базовый вариант — 3 000.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, city camp 2026? Факт: Фотон: городской летний лагерь, базовый вариант — 3 000.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_promo_codes_fiztech_xxi_class_discount_6dfbc41ca7,discount,02_discounts,fact:v3:foton:promo_codes_fiztech_xxi_class_discount:6dfbc41ca7,foton,promo_codes,Фотон: скидка — ЛВШ 2026: -10%.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, promo codes? Факт: Фотон: скидка — ЛВШ 2026: -10%.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_promo_codes_former_student_foton_discount_14542d7998,discount,02_discounts,fact:v3:foton:promo_codes_former_student_foton_discount:14542d7998,foton,promo_codes,Фотон: скидка — 5% на ЛШ Фотон.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, promo codes? Факт: Фотон: скидка — 5% на ЛШ Фотон.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_promo_codes_veb_rf_discount_ba28cbea58,discount,02_discounts,fact:v3:foton:promo_codes_veb_rf_discount:ba28cbea58,foton,promo_codes,"Фотон: скидка — ЛВШ/ЛШ -20%, Курсы -25%.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, promo codes? Факт: Фотон: скидка — ЛВШ/ЛШ -20%, Курсы -25%.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_active_student_to_summer_camp_8b014dc1ba,discount,02_discounts,fact:v3:unpk:discounts_active_student_to_summer_camp:8b014dc1ba,unpk,discounts,УНПК: скидка — 7% действующим ученикам курсов УНПК на любой летний лагерь.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка — 7% действующим ученикам курсов УНПК на любой летний лагерь.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_loyal_customers_camps_pct_10_d63b618fc4,discount,02_discounts,fact:v3:unpk:discounts_loyal_customers_camps_pct_10:d63b618fc4,unpk,discounts,УНПК: скидка — 10%: 2 смены.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка — 10%: 2 смены.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_loyal_customers_camps_pct_15_95647f98ad,discount,02_discounts,fact:v3:unpk:discounts_loyal_customers_camps_pct_15:95647f98ad,unpk,discounts,УНПК: скидка — 15%: 3-4 смены.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка — 15%: 3-4 смены.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_loyal_customers_camps_pct_20_a1ff7377f9,discount,02_discounts,fact:v3:unpk:discounts_loyal_customers_camps_pct_20:a1ff7377f9,unpk,discounts,УНПК: скидка — 20%: 5 смен.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка — 20%: 5 смен.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_loyal_customers_camps_pct_30_1c3436bf37,discount,02_discounts,fact:v3:unpk:discounts_loyal_customers_camps_pct_30:1c3436bf37,unpk,discounts,УНПК: скидка — 30%: 6+ смен.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка — 30%: 6+ смен.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_loyal_customers_camps_pct_5_78b9cf9119,discount,02_discounts,fact:v3:unpk:discounts_loyal_customers_camps_pct_5:78b9cf9119,unpk,discounts,УНПК: скидка — 5%: 1 смена посещена.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка — 5%: 1 смена посещена.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_mfti_employees_note_c47056e469,discount,02_discounts,fact:v3:unpk:discounts_mfti_employees_note:c47056e469,unpk,discounts,"УНПК: скидка — q7 закрыт по ответу бухгалтерии 2026-05-17: 10% всегда, цифра 25% устарела..",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка — q7 закрыт по ответу бухгалтерии 2026-05-17: 10% всегда, цифра 25% устарела..",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_mfti_employees_pct_60bbed7c15,discount,02_discounts,fact:v3:unpk:discounts_mfti_employees_pct:60bbed7c15,unpk,discounts,УНПК: скидка — 10%.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка — 10%.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_monthly_payment_436737ed25,discount,02_discounts,fact:v3:unpk:discounts_monthly_payment:436737ed25,unpk,discounts,УНПК: скидка — 10%.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка — 10%.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_multichild_rule_5909e04b2e,discount,02_discounts,fact:v3:unpk:discounts_multichild_rule:5909e04b2e,unpk,discounts,"УНПК: скидка, правило — 10% многодетным. Не суммируется с другими скидками..",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка, правило — 10% многодетным. Не суммируется с другими скидками..",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_refer_a_friend_camp_advanced_tariff_cashback_c2412e822d,discount,02_discounts,fact:v3:unpk:discounts_refer_a_friend_camp_advanced_tariff_cashback:c2412e822d,unpk,discounts,"УНПК: скидка, кэшбэк — 5 000 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка, кэшбэк — 5 000 ₽.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_refer_a_friend_camp_advanced_tariff_condition_f308bd2ee0,discount,02_discounts,fact:v3:unpk:discounts_refer_a_friend_camp_advanced_tariff_condition:f308bd2ee0,unpk,discounts,"УНПК: скидка, условие — после смены.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка, условие — после смены.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_refer_a_friend_camp_base_tariff_cashback_74dced1bf6,discount,02_discounts,fact:v3:unpk:discounts_refer_a_friend_camp_base_tariff_cashback:74dced1bf6,unpk,discounts,"УНПК: скидка, кэшбэк — 3 000 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка, кэшбэк — 3 000 ₽.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_refer_a_friend_camp_base_tariff_condition_a18bc8b8a1,discount,02_discounts,fact:v3:unpk:discounts_refer_a_friend_camp_base_tariff_condition:a18bc8b8a1,unpk,discounts,"УНПК: скидка, условие — после смены.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка, условие — после смены.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_refer_a_friend_offline_cashback_f8fbeeaf9f,discount,02_discounts,fact:v3:unpk:discounts_refer_a_friend_offline_cashback:f8fbeeaf9f,unpk,discounts,"УНПК: скидка, очно, кэшбэк — 10 000 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка, очно, кэшбэк — 10 000 ₽.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_refer_a_friend_offline_condition_9681f67567,discount,02_discounts,fact:v3:unpk:discounts_refer_a_friend_offline_condition:9681f67567,unpk,discounts,"УНПК: скидка, очно, условие — после 1 семестра друга.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка, очно, условие — после 1 семестра друга.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_refer_a_friend_online_cashback_8ef6023121,discount,02_discounts,fact:v3:unpk:discounts_refer_a_friend_online_cashback:8ef6023121,unpk,discounts,"УНПК: скидка, онлайн, кэшбэк — 5 000 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка, онлайн, кэшбэк — 5 000 ₽.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_refer_a_friend_online_condition_9862a0a269,discount,02_discounts,fact:v3:unpk:discounts_refer_a_friend_online_condition:9862a0a269,unpk,discounts,"УНПК: скидка, онлайн, условие — после 1 семестра друга.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка, онлайн, условие — после 1 семестра друга.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_second_subject_offline_dffb83e50a,discount,02_discounts,fact:v3:unpk:discounts_second_subject_offline:dffb83e50a,unpk,discounts,"УНПК: скидка, очно — 20%.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка, очно — 20%.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_second_subject_online_17faec7ca4,discount,02_discounts,fact:v3:unpk:discounts_second_subject_online:17faec7ca4,unpk,discounts,"УНПК: скидка, онлайн — 20%.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка, онлайн — 20%.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_stacking_rule_4d46788b83,discount,02_discounts,fact:v3:unpk:discounts_stacking_rule:4d46788b83,unpk,discounts,УНПК: скидка — non stacking largest applies.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка — non stacking largest applies.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_discounts_stacking_rule_text_487870abdd,discount,02_discounts,fact:v3:unpk:discounts_stacking_rule_text:487870abdd,unpk,discounts,УНПК: скидка — Скидки не суммируются — применяется наибольшая из доступных..,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, discounts? Факт: УНПК: скидка — Скидки не суммируются — применяется наибольшая из доступных..",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_ls_city_2026_unpk_discounts_already_paid_2026_27_c110ae8db2,discount,02_discounts,fact:v3:unpk:ls_city_2026_unpk_discounts_already_paid_2026_27:c110ae8db2,unpk,city_camp_2026,УНПК: городской летний лагерь — 10%.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, city camp 2026? Факт: УНПК: городской летний лагерь — 10%.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_ls_city_2026_unpk_discounts_former_student_same_brand_4a858e388b,discount,02_discounts,fact:v3:unpk:ls_city_2026_unpk_discounts_former_student_same_brand:4a858e388b,unpk,city_camp_2026,УНПК: городской летний лагерь — 5% УНПК → УНПК.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, city camp 2026? Факт: УНПК: городской летний лагерь — 5% УНПК → УНПК.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_ls_city_2026_unpk_discounts_mfti_employees_d06ee2680d,discount,02_discounts,fact:v3:unpk:ls_city_2026_unpk_discounts_mfti_employees:d06ee2680d,unpk,city_camp_2026,УНПК: городской летний лагерь — 10%.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, city camp 2026? Факт: УНПК: городской летний лагерь — 10%.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_ls_city_2026_unpk_discounts_multichild_693e386ee1,discount,02_discounts,fact:v3:unpk:ls_city_2026_unpk_discounts_multichild:693e386ee1,unpk,city_camp_2026,УНПК: городской летний лагерь — 10%.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, city camp 2026? Факт: УНПК: городской летний лагерь — 10%.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_ls_city_2026_unpk_discounts_refer_a_friend_advanced_b2ecc00656,discount,02_discounts,fact:v3:unpk:ls_city_2026_unpk_discounts_refer_a_friend_advanced:b2ecc00656,unpk,city_camp_2026,УНПК: городской летний лагерь — 5 000.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, city camp 2026? Факт: УНПК: городской летний лагерь — 5 000.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_ls_city_2026_unpk_discounts_refer_a_friend_base_b67abc9517,discount,02_discounts,fact:v3:unpk:ls_city_2026_unpk_discounts_refer_a_friend_base:b67abc9517,unpk,city_camp_2026,"УНПК: городской летний лагерь, базовый вариант — 3 000.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, city camp 2026? Факт: УНПК: городской летний лагерь, базовый вариант — 3 000.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_promo_codes_fiztech_xxi_class_discount_61e5c3de58,discount,02_discounts,fact:v3:unpk:promo_codes_fiztech_xxi_class_discount:61e5c3de58,unpk,promo_codes,УНПК: скидка — ЛВШ 2026: -10%.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, promo codes? Факт: УНПК: скидка — ЛВШ 2026: -10%.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_promo_codes_former_student_unpk_discount_3e58285323,discount,02_discounts,fact:v3:unpk:promo_codes_former_student_unpk_discount:3e58285323,unpk,promo_codes,УНПК: скидка — 5% на ЛШ УНПК.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, promo codes? Факт: УНПК: скидка — 5% на ЛШ УНПК.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_promo_codes_mfti_students_discount_624692991a,discount,02_discounts,fact:v3:unpk:promo_codes_mfti_students_discount:624692991a,unpk,promo_codes,УНПК: скидка — 10% за раннее бронирование курсы 26/27.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, promo codes? Факт: УНПК: скидка — 10% за раннее бронирование курсы 26/27.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_promo_codes_veb_rf_discount_47e384fcaf,discount,02_discounts,fact:v3:unpk:promo_codes_veb_rf_discount:47e384fcaf,unpk,promo_codes,"УНПК: скидка — ЛВШ/ЛШ -20%, Курсы -25%.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: УНПК, promo codes? Факт: УНПК: скидка — ЛВШ/ЛШ -20%, Курсы -25%.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_promo_codes_fiztech_xxi_class_code_51f565d87c,promocode,03_promocodes,fact:v3:foton:promo_codes_fiztech_xxi_class_code:51f565d87c,foton,promo_codes,"Фотон: fiztech xxi class , code — LVSH-KF-10.",approve_for_client_answer_after_rop_review,"Можно ли показывать этот промокод клиенту или оставить внутренним: Фотон, promo codes? Факт: Фотон: fiztech xxi class , code — LVSH-KF-10.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_promo_codes_former_student_foton_constraint_1b7a942a8e,promocode,03_promocodes,fact:v3:foton:promo_codes_former_student_foton_constraint:1b7a942a8e,foton,promo_codes,"Фотон: former student foton , constraint — Только Фотон → Фотон.",approve_for_client_answer_after_rop_review,"Можно ли показывать этот промокод клиенту или оставить внутренним: Фотон, promo codes? Факт: Фотон: former student foton , constraint — Только Фотон → Фотон.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_promo_codes_veb_rf_code_4acc52bf22,promocode,03_promocodes,fact:v3:foton:promo_codes_veb_rf_code:4acc52bf22,foton,promo_codes,"Фотон: veb rf , code — LVSH-VEB20.",approve_for_client_answer_after_rop_review,"Можно ли показывать этот промокод клиенту или оставить внутренним: Фотон, promo codes? Факт: Фотон: veb rf , code — LVSH-VEB20.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_promo_codes_fiztech_xxi_class_code_62678e8d11,promocode,03_promocodes,fact:v3:unpk:promo_codes_fiztech_xxi_class_code:62678e8d11,unpk,promo_codes,"УНПК: fiztech xxi class , code — LVSH-KF-10.",approve_for_client_answer_after_rop_review,"Можно ли показывать этот промокод клиенту или оставить внутренним: УНПК, promo codes? Факт: УНПК: fiztech xxi class , code — LVSH-KF-10.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
