fact_key,brand,preview,has_grades,existing_grades,has_subjects,existing_subjects,has_formats,existing_formats,has_products,existing_products,has_is_positive_statement,needs_manual_audit,audit_reason,proposed_grades,proposed_subjects,proposed_formats,proposed_products,proposed_is_positive
online_platform.name,foton,"Фотон: онлайн-платформа, онлайн, название — МТС Линк (бывший Webinar).",False,,False,,True,online,True,online_platform,False,False,,,,online,online_platform,True
online_platform.offline_group_size,foton,"Фотон: онлайн-платформа, очно — 6-12 человек.",False,,False,,True,offline,True,online_platform,False,False,,,,offline,online_platform,True
online_platform.recording,foton,Фотон: на онлайн-платформе доступны записи занятий.,False,,False,,True,online,True,online_platform,False,False,,,,online,online_platform,True
online_platform.recording_client_safe_text,foton,Онлайн-записи занятий сохраняются и доступны для пересмотра.,False,,False,,True,online,True,online_platform,False,False,,,,online,online_platform,True
online_platform.trial_fragment_client_safe_text,foton,"По онлайн-формату можно прислать фрагмент занятия, чтобы посмотреть подачу и уро",False,,False,,True,online,True,online_platform,False,False,,,,online,online_platform,True
presentation_format_facts_2026_05_21.client_facts.age_goals.client_safe_text,foton,Цели по возрастам разные: в 3-4 классах — интерес к предмету и логика; в 5-6 — м,True,3-4,True,математика,False,,True,presentation_format_facts_2026_05_21,False,True,олимпиадная подготовка; экзамен/интенсив,3-4,математика,,presentation_format_facts_2026_05_21,True
presentation_format_facts_2026_05_21.client_facts.attendance_tracking.client_safe_text,foton,По очным занятиям следят за посещаемостью: если ребёнок пропускает 2 занятия под,False,,False,,True,offline,True,presentation_format_facts_2026_05_21,False,False,,,,offline,presentation_format_facts_2026_05_21,True
presentation_format_facts_2026_05_21.client_facts.course_rules_safe.client_safe_text,foton,"На онлайн- и очных занятиях есть правила поведения и цифровой этикет. Это нужно,",False,,False,,True,"online,offline",True,presentation_format_facts_2026_05_21,False,False,,,,"online,offline",presentation_format_facts_2026_05_21,True
presentation_format_facts_2026_05_21.client_facts.knowledge_control.client_safe_text,foton,Контроль знаний строится не только на занятиях: есть вступительное и финальное т,True,9-11,False,,False,,True,presentation_format_facts_2026_05_21,False,True,олимпиадная подготовка; экзамен/интенсив,9-11,,,presentation_format_facts_2026_05_21,True
presentation_format_facts_2026_05_21.client_facts.lesson_load_by_age.client_safe_text,foton,В Фотоне нагрузка зависит от класса и формата: для 5-11 классов обычно 1 занятие,True,5-11,False,,True,"online,offline",True,presentation_format_facts_2026_05_21,False,False,,5-11,,"online,offline",presentation_format_facts_2026_05_21,True
presentation_format_facts_2026_05_21.client_facts.levels_explained.client_safe_text,foton,В Фотоне есть три уровня подготовки: базовый — закрыть пробелы и уверенно идти п,False,,False,,False,,True,presentation_format_facts_2026_05_21,False,True,олимпиадная подготовка; уровни/разряды,,,,presentation_format_facts_2026_05_21,True
presentation_format_facts_2026_05_21.client_facts.offline_lesson_format.client_safe_text,foton,"Очные занятия проходят как семинары: теория и практика, разбор у доски, самостоя",False,,False,,True,offline,True,presentation_format_facts_2026_05_21,False,False,,,,offline,presentation_format_facts_2026_05_21,True
presentation_format_facts_2026_05_21.client_facts.offline_organization.client_safe_text,foton,"Перед очным стартом дату, время, адрес и кабинет присылают отдельным письмом. Ос",False,,False,,True,offline,True,presentation_format_facts_2026_05_21,False,False,,,,offline,presentation_format_facts_2026_05_21,False
presentation_format_facts_2026_05_21.client_facts.online_lesson_format.client_safe_text,foton,Онлайн-занятия проходят в формате вебинаров на МТС Линк: ученики задают вопросы ,False,,False,,True,online,True,presentation_format_facts_2026_05_21,False,False,,,,online,presentation_format_facts_2026_05_21,True
presentation_format_facts_2026_05_21.client_facts.online_technical_requirements.client_safe_text,foton,"Для онлайн-занятий нужен стабильный интернет от 2,5 Мбит/с. Можно подключаться с",False,,False,,True,online,True,presentation_format_facts_2026_05_21,False,False,,,,online,presentation_format_facts_2026_05_21,False
presentation_format_facts_2026_05_21.client_facts.parent_access_offline.client_safe_text,foton,"Вход родителей в здание школы может быть ограничен правилами площадки, поэтому о",False,,False,,True,offline,True,presentation_format_facts_2026_05_21,False,False,,,,offline,presentation_format_facts_2026_05_21,True
presentation_format_facts_2026_05_21.client_facts.placement_and_first_feedback.client_safe_text,foton,До старта ребёнок проходит вступительное тестирование и заполняет анкету — это п,False,,False,,False,,True,presentation_format_facts_2026_05_21,False,False,,,,,presentation_format_facts_2026_05_21,True
presentation_format_facts_2026_05_21.client_facts.student_account_access.client_safe_text,foton,"У ученика есть личный кабинет на учебной платформе. Если пароль забыт, его восст",False,,False,,False,,True,presentation_format_facts_2026_05_21,False,False,,,,,presentation_format_facts_2026_05_21,False
presentation_format_facts_2026_05_21.client_facts.subjects_by_class.client_safe_text,foton,"По предметам в Фотоне: онлайн есть математика для 3-11 классов, информатика для ",True,3-11,True,"математика,физика,информатика,русский",True,"online,offline",True,presentation_format_facts_2026_05_21,False,False,,3-11,"математика,физика,информатика,русский","online,offline",presentation_format_facts_2026_05_21,True
presentation_format_facts_2026_05_21.client_safe_facts.refund_presale_policy.client_safe_text,foton,"Если клиент заранее спрашивает про возврат до оплаты, можно спокойно ответить, ч",False,,False,,True,offline,True,presentation_format_facts_2026_05_21,False,False,,,,offline,presentation_format_facts_2026_05_21,True
prices_regular_2026_27.early_booking_2026_27.benefit,foton,Фотон: цены на 2026/27 учебный год — Зафиксировать цену + выбрать день недели.,False,,False,,False,,True,regular_courses_2026_27,False,True,числовой факт (риск расхождения между брендами),,,,regular_courses_2026_27,True
prices_regular_2026_27.early_booking_2026_27.description,foton,Фотон: цены на 2026/27 учебный год — Раннее бронирование для действующих ученико,False,,False,,False,,True,regular_courses_2026_27,False,True,числовой факт (риск расхождения между брендами),,,,regular_courses_2026_27,True
prices_regular_2026_27.early_booking_2026_27.online_5_11_semester,foton,"Фотон: цены на 2026/27 учебный год, 5-11 класс, онлайн — 29 750 ₽.",True,5-11,False,,True,online,True,regular_courses_2026_27,False,True,числовой факт (риск расхождения между брендами),5-11,,online,regular_courses_2026_27,True
prices_regular_2026_27.early_booking_2026_27.online_5_11_year,foton,"Фотон: цены на 2026/27 учебный год, 5-11 класс, онлайн — 47 250 ₽.",True,5-11,False,,True,online,True,regular_courses_2026_27,False,True,числовой факт (риск расхождения между брендами),5-11,,online,regular_courses_2026_27,True
prices_regular_2026_27.early_booking_2026_27.payment_deadline,foton,Фотон: цены на 2026/27 учебный год — 15 мая 2026.,False,,False,,False,,True,regular_courses_2026_27,False,False,,,,,regular_courses_2026_27,True
prices_regular_2026_27.early_booking_2026_27.signup_deadline,foton,Фотон: цены на 2026/27 учебный год — 1 мая 2026.,False,,False,,False,,True,regular_courses_2026_27,False,False,,,,,regular_courses_2026_27,True
prices_regular_2026_27.offline_3_4_class.before_2026_07_01.semester,foton,"Фотон: цены на 2026/27 учебный год, 3-4 класс, очно, семестр — 28 250 ₽.",True,3-4,False,,True,offline,True,regular_courses_2026_27,False,True,числовой факт (риск расхождения между брендами),3-4,,offline,regular_courses_2026_27,True
prices_regular_2026_27.offline_3_4_class.before_2026_07_01.year,foton,"Фотон: цены на 2026/27 учебный год, 3-4 класс, очно, год — 47 000 ₽.",True,3-4,False,,True,offline,True,regular_courses_2026_27,False,True,числовой факт (риск расхождения между брендами),3-4,,offline,regular_courses_2026_27,True
prices_regular_2026_27.offline_5_11_class.before_2026_07_01.semester,foton,"Фотон: цены на 2026/27 учебный год, 5-11 класс, очно, семестр — 44 600 ₽.",True,5-11,False,,True,offline,True,regular_courses_2026_27,False,True,числовой факт (риск расхождения между брендами),5-11,,offline,regular_courses_2026_27,True
prices_regular_2026_27.offline_5_11_class.before_2026_07_01.year,foton,"Фотон: цены на 2026/27 учебный год, 5-11 класс, очно, год — 74 500 ₽.",True,5-11,False,,True,offline,True,regular_courses_2026_27,False,True,числовой факт (риск расхождения между брендами),5-11,,offline,regular_courses_2026_27,True
prices_regular_2026_27.online_1_4_class.before_2026_08_01.semester,foton,"Фотон: цены на 2026/27 учебный год, 1-4 класс, онлайн, семестр — 19 000 ₽.",True,1-4,False,,True,online,True,regular_courses_2026_27,False,True,числовой факт (риск расхождения между брендами),1-4,,online,regular_courses_2026_27,True
prices_regular_2026_27.online_1_4_class.before_2026_08_01.year_range,foton,"Фотон: цены на 2026/27 учебный год, 1-4 класс, онлайн, год — диапазон от 29 900 ",True,1-4,False,,True,online,True,regular_courses_2026_27,False,True,числовой факт (риск расхождения между брендами),1-4,,online,regular_courses_2026_27,True
prices_regular_2026_27.online_5_11_class.before_2026_08_01.semester,foton,"Фотон: цены на 2026/27 учебный год, 5-11 класс, онлайн, семестр — 29 750 ₽.",True,5-11,False,,True,online,True,regular_courses_2026_27,False,True,числовой факт (риск расхождения между брендами),5-11,,online,regular_courses_2026_27,True
prices_regular_2026_27.online_5_11_class.before_2026_08_01.year,foton,"Фотон: цены на 2026/27 учебный год, 5-11 класс, онлайн, год — 47 250 ₽.",True,5-11,False,,True,online,True,regular_courses_2026_27,False,True,числовой факт (риск расхождения между брендами),5-11,,online,regular_courses_2026_27,True
results_social_proof.ege_avg_above_country_pts,foton,Фотон: средний результат ЕГЭ у учеников выше среднего по стране на 25 баллов.,False,,False,,False,,True,results_social_proof,False,True,экзамен/интенсив,,,,results_social_proof,True
results_social_proof.industry_rating_2025,foton,Фотон: в рейтинге 2025 года указан статус «Лидер отрасли 2025».,False,,False,,False,,True,results_social_proof,False,False,,,,,results_social_proof,True
results_social_proof.industry_rating_2025_confirmation,foton,Фотон: в рейтинге 2025 года указан статус «Подтверждено Дмитрием 2026-05-20».,False,,False,,False,,True,results_social_proof,False,False,,,,,results_social_proof,True
results_social_proof.oge_grade_5_pct,foton,Фотон: по текущим данным 92% учеников получили оценку 5 на ОГЭ.,False,,False,,False,,True,results_social_proof,False,True,экзамен/интенсив,,,,results_social_proof,True
results_social_proof.total_students_currently,foton,Фотон: по текущим данным сейчас обучается более 26 000 учеников.,False,,False,,False,,True,results_social_proof,False,False,,,,,results_social_proof,True
results_social_proof.university_admission_pct,foton,Фотон: по текущим данным 97% выпускников поступили в вузы.,False,,False,,False,,True,results_social_proof,False,False,,,,,results_social_proof,True
certificates.types.payment_for_tax_deduction.form,foton,Фотон: налоговый вычет — КНД 1151158.,False,,False,,False,,True,tax_deduction,False,False,,,,,tax_deduction,True
tax_deduction.available,foton,Фотон: налоговый вычет — да.,False,,False,,False,,True,tax_deduction,False,False,,,,,tax_deduction,True
tax_deduction.certificate_form,foton,Фотон: для налогового вычета используется справка по форме КНД 1151158 (Приказ М,False,,False,,False,,True,tax_deduction,False,False,,,,,tax_deduction,True
tax_deduction.client_safe_text.when_asked,foton,Налоговый вычет за обучение возможен — у нас есть лицензия. За обучение ребёнка ,False,,False,,False,,True,tax_deduction,False,False,,,,,tax_deduction,True
tax_deduction.client_safe_text.when_multiple_years,foton,Можно подать вычет за последние 3 года. Для каждого года нужна отдельная справка,False,,False,,False,,True,tax_deduction,False,False,,,,,tax_deduction,True
tax_deduction.client_safe_text.when_online_question,foton,По онлайн-курсам — это вопрос трактовки конкретной налоговой инспекции. Передам ,False,,False,,True,online,True,tax_deduction,False,False,,,,online,tax_deduction,True
tax_deduction.client_safe_text.when_two_children,foton,Лимит на каждого ребёнка отдельный — 110 000 ₽. Если за двоих детей вы потратили,False,,False,,False,,True,tax_deduction,False,False,,,,,tax_deduction,True
tax_deduction.fns_review_months,foton,Фотон: налоговая обычно рассматривает декларацию до 3 месяцев.,False,,False,,False,,True,tax_deduction,False,False,,,,,tax_deduction,True
tax_deduction.limits.2023_and_earlier.max_expenses_per_child,foton,Фотон: по расходам за 2023 год и раньше лимит расходов на обучение ребёнка для н,False,,False,,False,,True,tax_deduction,False,False,,,,,tax_deduction,True
tax_deduction.limits.2023_and_earlier.max_return_per_child,foton,Фотон: по расходам за 2023 год и раньше можно вернуть до 6 500 ₽ за ребёнка в го,False,,False,,False,,True,tax_deduction,False,False,,,,,tax_deduction,True
tax_deduction.limits.2024_and_later.max_expenses_per_child,foton,Фотон: по расходам с 2024 года лимит расходов на обучение ребёнка для налогового,False,,False,,False,,True,tax_deduction,False,False,,,,,tax_deduction,True
tax_deduction.limits.2024_and_later.max_return_per_child,foton,Фотон: по расходам с 2024 года можно вернуть до 14 300 ₽ за ребёнка в год.,False,,False,,False,,True,tax_deduction,False,False,,,,,tax_deduction,True
tax_deduction.payment_after_approval_months,foton,Фотон: после одобрения налоговой выплата обычно занимает до 1 месяца.,False,,False,,False,,True,tax_deduction,False,False,,,,,tax_deduction,True
tax_deduction.retroactive_years,foton,Фотон: налоговый вычет можно оформить за последние 3 года.,False,,False,,False,,True,tax_deduction,False,False,,,,,tax_deduction,True
bot_policy.approved_phrases.theme_11_contract.foton,foton,Договор пришлёт менеджер в ближайшие дни на email. Подскажите email.,False,,False,,False,,True,theme_11_contract,False,False,,,,,theme_11_contract,True
bot_policy.approved_phrases.theme_12_certificate.foton,foton,"Менеджер подготовит справку и пришлёт в течение 10 дней, постараемся раньше.",False,,False,,False,,True,theme_12_certificate,False,False,,,,,theme_12_certificate,True
bot_policy.approved_phrases.theme_17_teachers.foton,foton,"Преподаватели — из МФТИ, МГУ, ВШЭ, МГТУ им. Баумана, МИФИ. Эксперты ЕГЭ, члены ж",False,,False,,False,,True,theme_17_teachers,False,True,олимпиадная подготовка; экзамен/интенсив,,,,theme_17_teachers,True
academic_year_2026_27.daily_hours,unpk,"УНПК: учебный год 2026/27, длительность занятия — 2 ак.ч.",False,,False,,False,,True,academic_year_2026_27,False,False,,,,,academic_year_2026_27,True
academic_year_2026_27.semester_1_weeks,unpk,УНПК: в первом семестре 2026/27 учебного года 20 недель.,False,,False,,False,,True,academic_year_2026_27,False,False,,,,,academic_year_2026_27,True
academic_year_2026_27.semester_2_weeks,unpk,УНПК: во втором семестре 2026/27 учебного года 15 недель.,False,,False,,False,,True,academic_year_2026_27,False,False,,,,,academic_year_2026_27,True
academic_year_2026_27.start,unpk,"УНПК: учебный год 2026/27, старт занятий — 12-27 сентября 2026 в зависимости от ",False,,False,,False,,True,academic_year_2026_27,False,False,,,,,academic_year_2026_27,True
academic_year_2026_27.start_by_location.mfti_institutsky_9,unpk,УНПК: учебный год 2026/27 — 20 сентября 2026.,False,,False,,False,,True,academic_year_2026_27,False,False,,,,,academic_year_2026_27,True
academic_year_2026_27.start_by_location.moscow,unpk,"УНПК: учебный год 2026/27, Москва — 12-13 сентября 2026.",False,,False,,False,,True,academic_year_2026_27,False,False,,,,,academic_year_2026_27,True
academic_year_2026_27.start_by_location.online,unpk,"УНПК: учебный год 2026/27, онлайн — 19-20 сентября 2026.",False,,False,,True,online,True,academic_year_2026_27,False,False,,,,online,academic_year_2026_27,True
academic_year_2026_27.start_by_location.patsayeva,unpk,УНПК: учебный год 2026/27 — 26-27 сентября 2026.,False,,False,,False,,True,academic_year_2026_27,False,False,,,,,academic_year_2026_27,True
academic_year_2026_27.total_lessons,unpk,"УНПК: учебный год 2026/27, количество занятий за год — 35 занятий.",False,,False,,False,,True,academic_year_2026_27,False,False,,,,,academic_year_2026_27,True
academic_year_2026_27.weekly_lessons,unpk,УНПК: в учебном году 2026/27 занятия проходят 1 раз в неделю.,False,,False,,False,,True,academic_year_2026_27,False,False,,,,,academic_year_2026_27,True
brand_rules.approved_brand_relationship_answer.unpk,unpk,"Это отдельные организации, по вашему вопросу сориентирую в рамках текущего учебн",False,,False,,False,,True,brand_relationship,False,False,,,,,brand_relationship,True
certificates.types.course_attendance.form,unpk,УНПК: справки и документы — Свободная форма.,False,,False,,False,,True,certificates,False,False,,,,,certificates,True
tg_unpk_verified_2026_05_21.client_facts.attendance_certificate.client_safe_text,unpk,Справку об очном обучении можно подготовить на бланке организации по запросу.,False,,False,,True,offline,True,certificates,False,False,,,,offline,certificates,True
ls_city_2026_unpk.discounts.already_paid_2026_27,unpk,"УНПК: для городского летнего лагеря действует скидка 10% для семей, уже оплативш",False,,False,,False,,True,city_camp_2026,False,True,числовой факт (риск расхождения между брендами),,,,city_camp_2026,True
ls_city_2026_unpk.discounts.former_student_same_brand,unpk,"УНПК: для городского летнего лагеря действует скидка 5% для учеников, которые ра",False,,False,,False,,True,city_camp_2026,False,True,числовой факт (риск расхождения между брендами),,,,city_camp_2026,True
ls_city_2026_unpk.discounts.mfti_employees,unpk,УНПК: для городского летнего лагеря действует скидка 10% для сотрудников МФТИ.,False,,False,,False,,True,city_camp_2026,False,True,числовой факт (риск расхождения между брендами),,,,city_camp_2026,True
ls_city_2026_unpk.discounts.multichild,unpk,УНПК: для городского летнего лагеря действует скидка 10% для многодетных семей.,False,,False,,False,,True,city_camp_2026,False,True,числовой факт (риск расхождения между брендами),,,,city_camp_2026,True
ls_city_2026_unpk.discounts.refer_a_friend.advanced,unpk,"УНПК: для городского летнего лагеря по программе «приведи друга», расширенный та",False,,False,,False,,True,city_camp_2026,False,True,числовой факт (риск расхождения между брендами),,,,city_camp_2026,True
ls_city_2026_unpk.discounts.refer_a_friend.base,unpk,"УНПК: для городского летнего лагеря по программе «приведи друга», базовый тариф,",False,,False,,False,,True,city_camp_2026,False,True,уровни/разряды; числовой факт (риск расхождения между брендами),,,,city_camp_2026,True
ls_city_2026_unpk.dolgoprudny.location,unpk,"УНПК: городской летний лагерь, Долгопрудный — Долгопрудный, Институтский пер., 9",False,,False,,False,,True,city_camp_2026,False,True,лагерь/смена с датой или возрастом,,,,city_camp_2026,True
ls_city_2026_unpk.dolgoprudny.prices.base,unpk,"УНПК: городской летний лагерь, Долгопрудный, базовый вариант — 37 500 ₽.",False,,False,,False,,True,city_camp_2026,False,True,уровни/разряды; числовой факт (риск расхождения между брендами),,,,city_camp_2026,True
ls_city_2026_unpk.dolgoprudny.prices.plus_factultative,unpk,"УНПК: городской летний лагерь, Долгопрудный, вариант с факультативом — 59 500 ₽.",False,,False,,False,,True,city_camp_2026,False,True,числовой факт (риск расхождения между брендами),,,,city_camp_2026,True
ls_city_2026_unpk.dolgoprudny.prices.plus_individual,unpk,"УНПК: городской летний лагерь, Долгопрудный, вариант с индивидуальными занятиями",False,,False,,False,,True,city_camp_2026,False,True,числовой факт (риск расхождения между брендами),,,,city_camp_2026,True
ls_city_2026_unpk.dolgoprudny.smeny.1,unpk,"УНПК: городской летний лагерь, Долгопрудный — 20-31 июля.",False,,False,,False,,True,city_camp_2026,False,False,,,,,city_camp_2026,True
ls_city_2026_unpk.dolgoprudny.smeny.2,unpk,"УНПК: городской летний лагерь, Долгопрудный — 17-28 августа.",False,,False,,False,,True,city_camp_2026,False,False,,,,,city_camp_2026,True
ls_city_2026_unpk.free_morning_club.from_day,unpk,УНПК: утренний клуб в городском летнем лагере доступен со 2-го дня смены.,False,,False,,False,,True,city_camp_2026,False,True,лагерь/смена с датой или возрастом,,,,city_camp_2026,True
ls_city_2026_unpk.free_morning_club.name,unpk,"УНПК: городской летний лагерь, название — Утренний клуб Предлёнка.",False,,False,,False,,True,city_camp_2026,False,True,лагерь/смена с датой или возрастом,,,,city_camp_2026,True
ls_city_2026_unpk.free_morning_club.time,unpk,УНПК: городской летний лагерь — 09:45-11:45.,False,,False,,False,,True,city_camp_2026,False,True,лагерь/смена с датой или возрастом,,,,city_camp_2026,True
ls_city_2026_unpk.meals,unpk,"УНПК: городской летний лагерь — Обед (первое, второе, салат, булочка) + полдник.",False,,False,,False,,True,city_camp_2026,False,True,лагерь/смена с датой или возрастом,,,,city_camp_2026,True
ls_city_2026_unpk.moscow.dates,unpk,"УНПК: городской летний лагерь, Москва, даты — 6-17 июля.",False,,False,,False,,True,city_camp_2026,False,False,,,,,city_camp_2026,True
ls_city_2026_unpk.moscow.location,unpk,"УНПК: городской летний лагерь, Москва — Москва, Верхняя Красносельская ул., 30.",False,,False,,False,,True,city_camp_2026,False,True,лагерь/смена с датой или возрастом,,,,city_camp_2026,True
ls_city_2026_unpk.moscow.prices.base,unpk,"УНПК: городской летний лагерь, Москва, базовый вариант — 37 500 ₽.",False,,False,,False,,True,city_camp_2026,False,True,уровни/разряды; числовой факт (риск расхождения между брендами),,,,city_camp_2026,True
ls_city_2026_unpk.moscow.prices.plus_factultative,unpk,"УНПК: городской летний лагерь, Москва, вариант с факультативом — 59 500 ₽.",False,,False,,False,,True,city_camp_2026,False,True,числовой факт (риск расхождения между брендами),,,,city_camp_2026,True
ls_city_2026_unpk.moscow.prices.plus_individual,unpk,"УНПК: городской летний лагерь, Москва, вариант с индивидуальными занятиями — 99 ",False,,False,,False,,True,city_camp_2026,False,True,числовой факт (риск расхождения между брендами),,,,city_camp_2026,True
ls_city_2026_unpk.not_to_confuse_with,unpk,УНПК: городской летний лагерь — ЛВШ выездная — другой продукт.,False,,False,,False,,True,city_camp_2026,False,True,лагерь/смена с датой или возрастом,,,,city_camp_2026,False
ls_city_2026_unpk.patsayeva.available,unpk,УНПК: городской летний лагерь — нет.,False,,False,,False,,True,city_camp_2026,False,True,лагерь/смена с датой или возрастом,,,,city_camp_2026,True
contacts_unpk.email,unpk,УНПК: контакты — edu@kmipt.ru.,False,,False,,False,,True,contacts_unpk,False,False,,,,,contacts_unpk,True
contacts_unpk.phone,unpk,УНПК: контакты — +7 (495) 150-81-51.,False,,False,,False,,True,contacts_unpk,False,False,,,,,contacts_unpk,True
contacts_unpk.schedule,unpk,"УНПК: контакты, расписание — Пн-Вс 10:00-18:00.",False,,False,,False,,True,contacts_unpk,False,False,,,,,contacts_unpk,True
contacts_unpk.telegram,unpk,УНПК: контакты — @unpk_mipt.,False,,False,,False,,True,contacts_unpk,False,False,,,,,contacts_unpk,True
contacts_unpk.toll_free,unpk,УНПК: контакты — 8 (800) 500-81-51.,False,,False,,False,,True,contacts_unpk,False,False,,,,,contacts_unpk,True
contacts_unpk.website,unpk,УНПК: контакты — kmipt.ru.,False,,False,,False,,True,contacts_unpk,False,False,,,,,contacts_unpk,True
discounts.active_student_to_summer_camp.condition_client_text,unpk,УНПК: для действующих учеников этого учебного центра доступна скидка действующим,False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,True
discounts.active_student_to_summer_camp.pct,unpk,УНПК: для действующих учеников этого учебного центра доступна скидка 7% на любой,False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,True
discounts.loyal_customers_lvsh_only.applies_to.1,unpk,УНПК: скидка постоянным участникам ЛВШ применяется к продукту «ЛВШ Менделеево».,False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,True
discounts.loyal_customers_lvsh_only.condition_client_text,unpk,УНПК: скидка постоянным участникам ЛВШ действует при условии: постоянным гостям ,False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,True
discounts.loyal_customers_lvsh_only.not_applies_to.1,unpk,УНПК: скидка постоянным участникам ЛВШ не применяется к продукту «ЛШ городская».,False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,False
discounts.loyal_customers_lvsh_only.not_applies_to.2,unpk,УНПК: скидка постоянным участникам ЛВШ не применяется к продукту «регулярные кур,False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,False
discounts.loyal_customers_lvsh_only.not_applies_to.3,unpk,УНПК: скидка постоянным участникам ЛВШ не применяется к продукту «интенсивы».,False,,False,,False,,True,discounts,False,True,экзамен/интенсив; числовой факт (риск расхождения между брендами),,,,discounts,False
discounts.loyal_customers_lvsh_only.not_applies_to.4,unpk,УНПК: скидка постоянным участникам ЛВШ не применяется к продукту «индивидуальные,False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,False
discounts.loyal_customers_lvsh_only.tiers.pct_10,unpk,УНПК: скидка постоянным участникам ЛВШ — 10%; условие: после 2 смен ЛВШ.,False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,True
discounts.loyal_customers_lvsh_only.tiers.pct_15,unpk,УНПК: скидка постоянным участникам ЛВШ — 15%; условие: после 3-4 смен ЛВШ.,False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,True
discounts.loyal_customers_lvsh_only.tiers.pct_20,unpk,УНПК: скидка постоянным участникам ЛВШ — 20%; условие: после 5 смен ЛВШ.,False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,True
discounts.loyal_customers_lvsh_only.tiers.pct_30,unpk,УНПК: скидка постоянным участникам ЛВШ — 30%; условие: после 6 и более смен ЛВШ.,False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,True
discounts.loyal_customers_lvsh_only.tiers.pct_5,unpk,УНПК: скидка постоянным участникам ЛВШ — 5%; условие: после 1 посещённой смены Л,False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,True
discounts.mfti_employees.condition_client_text,unpk,"УНПК: скидка, для сотрудников МФТИ — сотрудникам МФТИ при предъявлении подтвержд",False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,True
discounts.mfti_employees.note,unpk,УНПК: для сотрудников МФТИ действует скидка 10%; другие значения перед ответом н,False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,True
discounts.mfti_employees.pct,unpk,УНПК: для сотрудников МФТИ действует скидка 10%.,False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,True
discounts.monthly_payment.condition_client_text,unpk,УНПК: при помесячной оплате действует скидка при оплате обучения сразу за семест,False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,True
discounts.monthly_payment.pct,unpk,УНПК: при помесячной оплате действует скидка 10%.,False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,True
discounts.multichild.condition_client_text,unpk,УНПК: скидка — детям из многодетной семьи при предъявлении удостоверения многоде,False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,True
discounts.multichild.note,unpk,"УНПК: скидка для многодетных семей действует по статусу семьи, а не по количеств",False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,False
discounts.multichild.pct,unpk,УНПК: скидка для многодетных семей — 10%; условие: подтвердить статус многодетно,False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,True
discounts.refer_a_friend.camp_advanced_tariff.cashback,unpk,УНПК: по программе «приведи друга» кэшбэк 5 000 ₽; условие: после завершения сме,False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,True
discounts.refer_a_friend.camp_advanced_tariff.condition_client_text,unpk,"УНПК: скидка, программа «приведи друга» — после того как приглашённый друг отучи",False,,False,,False,,True,discounts,False,True,уровни/разряды; числовой факт (риск расхождения между брендами),,,,discounts,True
discounts.refer_a_friend.camp_base_tariff.cashback,unpk,УНПК: по программе «приведи друга» кэшбэк 3 000 ₽; условие: после завершения сме,False,,False,,False,,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,,discounts,True
discounts.refer_a_friend.camp_base_tariff.condition_client_text,unpk,"УНПК: скидка, программа «приведи друга» — после того как приглашённый друг отучи",False,,False,,False,,True,discounts,False,True,уровни/разряды; числовой факт (риск расхождения между брендами),,,,discounts,True
discounts.refer_a_friend.offline.cashback,unpk,УНПК: по программе «приведи друга» кэшбэк 10 000 ₽; условие: после 1 семестра об,False,,False,,True,offline,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,offline,discounts,True
discounts.refer_a_friend.offline.condition_client_text,unpk,"УНПК: скидка, очно, программа «приведи друга» — после того как приглашённый друг",False,,False,,True,offline,True,discounts,False,True,числовой факт (риск расхождения между брендами),,,offline,discounts,True
